Ministerio,Subsecretaria,Servicio,Pregunta,subpregunta,Respuesta
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Desestimada 2019,1
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias en Proceso 2019,1
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Respondidas 2019,1
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Consulta 2019,1
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Denuncia 2019,1
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Tiene Codigo de Etica,,1
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Usted conoce el Código de Ética de su institución,a.Si conoce el Código de Ética,17
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Usted conoce el Código de Ética de su institución,b.No conoce el Código de Ética,5
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Usted conoce el Código de Ética de su institución,c.No tiene conocimiento de este instrumento,1
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Usted conoce el Código de Ética de su institución,"No responde ",20
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted conoce la Estructura de Integridad			 ",a.	Si conoce la Estructura de Integridad,9
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted conoce la Estructura de Integridad			 ",b.	No conoce la Estructura de Integridad,24
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted conoce la Estructura de Integridad			 ",c.	Tengo alguna información de la Estructura de Integridad,8
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted conoce la Estructura de Integridad			 ",No responde,2
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No responde ",14
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No sabe cómo utilizar el canal de consulta en materia Integridad ",13
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de consulta en materia Integridad ",8
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de consulta ",8
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No responde ",9
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No sabe cómo utilizar el canal de denuncia en materia Integridad ",12
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de denuncia en materia Integridad ",10
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de denuncia ",12
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No existe un canal de consulta en materia Integridad ",12
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No responde ",2
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Si existe un canal de consulta en materia Integridad ",13
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Tengo alguna información relacionada con el canal de consulta, pero no puedo asegurar si existe un canal para ello ",16
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"No existe un canal de denuncia en materia Integridad ",7
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"No responde ",2
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"Si existe un canal de denuncia en materia Integridad ",20
Ministerio de Defensa Nacional,Subsecretaría de Defensa,Subsecretaría de Defensa,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"Tengo alguna información relacionada con el canal de denuncia, pero no puedo asegurar si existe un canal para ello ",14
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Capacitación de Código de Etica,,Si Realiza capacitación del Código
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Capacitación del Sistema de Integridad,,Si Realiza capacitación del Sistema de Integridad
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,"Curso de Código de Ética ","Otro ",
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Difusión de Código de Etica,,Si Realiza algún tipo de Difusión de Código
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,"Difusión de los Funcionarios Encargados del Proceso de Consulta ",,Si ha difundido los encargados del proceso de Consulta
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,"Difusión de los Funcionarios Encargados del Proceso de Denuncia ",,Si ha difundido los encargados del proceso de Denuncia
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Difusión de los Participantes de la Estructura de Integridad,,Si ha difundido los participantes de la Estructura
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Difusión del sistema de Integridad,,Si Realiza algún tipo de Difusión del Sistema de Integridad
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Existencia de Canales de Consulta,,Existencia de Canales de Consulta
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Existencia de Canales de Denuncia,,Existencia de Canales de Denuncia
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Existencia de Diagrama de Consulta,,Existencia de diagrama de Consulta
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Existencia de Diagrama de Denuncia,,Existencia de diagrama de Denuncia
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Fecha de última actualización del Código de Ética vigente,,2021-10-13 00:00:00
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Frecuencia Reporte del Coordinador a la Autoridad,,"Sin periodicidad "
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Frecuencia Reporte del Coordinador al comité,,"Semestral "
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,"Grupo de discusión ","Material legal específico ",
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Indicadores Medidos con Posterioridad  2019,% de Consultas Respondidas post 2019,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Indicadores Medidos con Posterioridad  2019,% de Denuncias con Investigación Sumaria post 2019,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Indicadores Medidos con Posterioridad  2019,% de Denuncias con Sumario Administrativo post 2019,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Indicadores Medidos con Posterioridad  2019,% de Denuncias Desestimada post 2019,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Indicadores Medidos con Posterioridad  2019,% de Denuncias en Proceso post 2019,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Indicadores Medidos con Posterioridad  2019,% de Denuncias Respondidas post 2019,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Indicadores Medidos con Posterioridad  2019,Promedio de Días de Demora en Responder una Consulta post 2019,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Indicadores Medidos con Posterioridad  2019,Promedio de Días de Demora en Responder una Denuncia post 2019,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,"Material legal específico ","Curso de Código de Ética ",1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de consulta,Correo electrónico,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de consulta,Funcionario encargado,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de consulta,Intranet,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de consulta,Oficina de Partes,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de consulta,Otro,0
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de consulta,Teléfono,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de denuncia,Correo electrónico,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de denuncia,Funcionario encargado,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de denuncia,Intranet,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de denuncia,"Oficina de Partes ",1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de denuncia,"Otro ",0
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de canales de denuncia,Teléfono,0
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de capacitación de Códigos de Ética,Curso de Código de Ética,1
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de capacitación de Códigos de Ética,Grupo de discusión,0
Ministerio de Defensa Nacional,Subsecretaría para las Fuerzas Armadas,Caja de Previsión de la Defensa Nacional,Medios de capacitación de Códigos de Ética,Material legal específico,0
