"CD_Concurso","año","Fecha_Convocado","Ministerio","Servicio","Cargo","Nivel","Adscrito","Estado"
"242",2007,2007-01-21,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,Finalizado con nombramiento
"2420",2015,2015-04-05,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Subdirector/a de Estudios y Desarrollo (Informática),II,Adscrito,Desierto
"2421",2014,2014-05-11,Administración local,Municipalidad de Codegua,Jefe/a Departamento de Administración de Educación Municipal de Codegua,II,No Adscrito,Finalizado con nombramiento
"2422",2014,2014-11-02,Ministerio de Salud,Servicio de Salud Aconcagua,Director/a Servicio de Salud,I,Adscrito,Desierto
"2423",2014,2014-08-17,Ministerio de Obras Públicas,Dirección de Arquitectura,Subdirector/a de Arquitectura,II,Adscrito,Desierto
"2424",2014,2014-03-09,Administración local,Municipalidad de Puerto Montt,Jefe de la Dirección de Educación Municipal de Puerto Montt,II,No Adscrito,Finalizado con nombramiento
"2425",2015,2015-06-14,Ministerio de Desarrollo Social,Fondo de Solidaridad e Inversión Social,Jefe/a Departamento Función: Desarrollo e Innovación,II,Adscrito,Finalizado con nombramiento
"2426",2015,2015-03-15,Ministerio de Salud,Servicio de Salud Chiloé,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"2427",,,Administración local,Municipalidad de Petorca,Jefe/a Departamento de Administración de Educación Municipal de Petorca,II,No Adscrito,Sin Efecto
"2428",2015,2015-04-05,Ministerio de Educación,Junta Nacional de Jardines Infantiles,Director/a Departamento Recursos Financieros,II,Adscrito,Finalizado con nombramiento
"2429",2014,2014-03-09,Administración local,Municipalidad de Lo Barnechea,Jefe/a Departamento de Administración de Educación Municipal de Lo Barnechea,II,No Adscrito,Finalizado con nombramiento
"243",2006,2006-07-16,Ministerio de Salud,Servicio de Salud Metropolitano Sur,Director/a Hospital Lucio Córdova,II,Adscrito,Finalizado con nombramiento
"2430",2014,2014-07-06,Administración local,Municipalidad de Graneros,Jefe/a Departamento de Administración de Educación Municipal de Graneros,II,No Adscrito,Finalizado con nombramiento
"2431",2014,2014-03-23,Administración local,Municipalidad de Requinoa,Jefe/a Departamento de Administración de Educación Municipal de Requinoa,II,No Adscrito,Finalizado con nombramiento
"2432",2014,2014-05-11,Administración local,Municipalidad de Peralillo,Jefe/a de Departamento de Administración de Educación Municipal de Peralillo,II,No Adscrito,Desierto
"2433",2014,2014-05-04,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2434",2014,2014-08-10,Ministerio de Salud,Servicio de Salud Antofagasta,Director/a Hospital de Tocopilla,II,Adscrito,Finalizado con nombramiento
"2435",2014,2014-08-17,Ministerio de Salud,Servicio de Salud Antofagasta,Director/a Atención Primaria,II,Adscrito,Finalizado con nombramiento
"2436",2015,2015-03-08,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Bdo. OHiggins,II,Adscrito,Finalizado con nombramiento
"2437",2014,2014-05-25,Administración local,Municipalidad de Mejillones,Jefe del Departamento de Educación Municipal de Mejillones,II,No Adscrito,Finalizado con nombramiento
"2438",2014,2014-06-22,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región Antofagasta,Director/a,I,Adscrito,Finalizado con nombramiento
"2439",2014,2014-04-13,Administración local,Municipalidad de Talca,Jefe/a Departamento de Administración de Educación Municipal de Talca,II,No Adscrito,Finalizado con nombramiento
"244",2006,2006-10-29,Ministerio de Hacienda,Unidad de Análisis Financiero,Jefe/a División Función Inteligencia Financiera,II,Adscrito,Desierto
"2440",2014,2014-01-12,Otros Organismos,Instituto Nacional de Derechos Humanos,Jefe/a de la Unidad de Colaboración y Atención a la Ciudadania,I,No Adscrito,Finalizado con nombramiento
"2441",2014,2014-07-20,Ministerio de Educación,Consejo de Rectores,Secretario/a General,I,Adscrito,Finalizado con nombramiento
"2442",2014,2014-11-23,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Director/a Regional Valparaíso,II,Adscrito,Desierto
"2443",2016,2016-01-24,Administración local,Municipalidad de Hijuelas,Jefe/a de Departamento de Administración de Educación Municipal de Hijuelas,II,No Adscrito,Nomina
"2444",2014,2014-11-16,Ministerio de Justicia y Derechos Humanos,Servicio de Registro Civil e Identificación,Director/a Regional Metropolitano,II,Adscrito,Finalizado con nombramiento
"2445",2014,2014-10-26,Ministerio de Salud,Servicio de Salud Aconcagua,Director/a Hospital San Camilo de San Felipe,II,Adscrito,Desierto
"2446",2015,2015-05-24,Administración local,Municipalidad de Tocopilla,Jefe/a Departamento de Administración de Educación Municipal de Tocopilla,II,No Adscrito,Finalizado con nombramiento
"2447",2014,2014-04-13,Administración local,Municipalidad de La Pintana,Jefe/a Departamento de Administración de Educación Municipal de La Pintana,II,No Adscrito,Finalizado con nombramiento
"2448",2015,2015-10-18,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"2449",2014,2014-07-06,Ministerio del Trabajo y Previsión Social,Superintendencia de Seguridad Social,Intendente de Seguridad y Salud en el Trabajo,II,Adscrito,Finalizado con nombramiento
"245",2006,2006-08-13,Ministerio de Salud,Servicio de Salud Metropolitano Sur,Director/a Hospital El Pino,II,Adscrito,Desierto
"2450",2014,2014-04-27,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2451",2014,2014-04-06,Otros Organismos,Segundo Tribunal Ambiental,Ministro/a Suplente Abogado,I,No Adscrito,Finalizado con nombramiento
"2452",2016,2016-01-17,Administración local,Municipalidad de Palmilla,Jefe/a Departamento de Administración de Educación Municipal de Palmilla,II,No Adscrito,Finalizado con nombramiento
"2453",2014,2014-06-08,Administración local,Municipalidad de Constitución,Jefe/a Departamento de Administración de Educación Municipal de Constitución,II,No Adscrito,Finalizado con nombramiento
"2455",2014,2014-06-22,Administración local,Municipalidad de Cartagena,Jefe/a Departamento de Administración de Educación Municipal de Cartagena,II,No Adscrito,Finalizado con nombramiento
"2456",2015,2015-08-09,Ministerio de Salud,Servicio de Salud Aysén,Director/a Hospital de Coyhaique,II,Adscrito,Finalizado con nombramiento
"2457",2014,2014-06-08,Administración local,Municipalidad de Chépica,Jefe/a Departamento de Administración de Educación Municipal de Chépica,II,No Adscrito,Desierto
"2458",2014,2014-04-27,Administración local,Municipalidad de Osorno,Jefe/a Departamento de Administración de Educación Municipal de Osorno,II,No Adscrito,Finalizado con nombramiento
"2459",2014,2014-06-22,Administración local,Municipalidad de El Carmen,Jefe/a Departamento de Administración de Educación Municipal de El Carmen,II,No Adscrito,Desierto
"246",2006,2006-08-27,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Jefe/a Departamento Auditoría,II,Adscrito,Finalizado con nombramiento
"2460",2014,2014-08-31,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Valparaíso,II,Adscrito,Finalizado con nombramiento
"2461",2016,2016-08-21,Ministerio de Energía,Comisión Nacional de Energía,Jefe/a Departamento Función Jurídico,II,Adscrito,Evaluación
"2463",2016,2016-08-21,Ministerio de Energía,Comisión Nacional de Energía,Jefe/a Departamento Función Hidrocarburos,II,Adscrito,Evaluación
"2464",2014,2014-07-27,Ministerio de Hacienda,Dirección de Compras y Contratación Pública,Jefe/a División Función Convenios Marco,II,Adscrito,Desierto
"2465",2014,2014-09-14,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional Arica y Parinacota,II,Adscrito,Finalizado con nombramiento
"2466",2015,2015-03-29,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Subdirector/a de Sistemas de Información y de Administración,II,Adscrito,Finalizado con nombramiento
"2467",2015,2015-12-13,Administración local,Municipalidad de Puerto Aysén,Jefe/a Departamento de Administración de Educación Municipal de Puerto Aysén,II,No Adscrito,Finalizado con nombramiento
"2468",2014,2014-08-24,Administración local,Municipalidad de Limache,Jefe del Departamento de Educación Municipal de Limache,II,No Adscrito,Finalizado con nombramiento
"2469",2014,2014-08-17,Ministerio de Salud,Servicio de Salud Concepción,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"247",2006,2006-08-27,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,Desierto
"2470",2015,2015-09-27,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Regional Tarapacá,II,Adscrito,Finalizado con nombramiento
"2471",2014,2014-08-03,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Director/a Regional Tesorero/a Región de Valparaíso,II,Adscrito,Finalizado con nombramiento
"2472",2014,2014-10-26,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Valparaíso,II,Adscrito,Finalizado con nombramiento
"2473",2015,2015-04-26,Ministerio de Salud,Servicio de Salud Concepción,Director/a Hospital Guillermo Grant Benavente,II,Adscrito,Finalizado con nombramiento
"2474",2015,2015-08-16,Ministerio de Salud,Servicio de Salud Concepción,Director/a Hospital Traumatológico,II,Adscrito,Finalizado con nombramiento
"2476",2014,2014-04-27,Administración local,Municipalidad de Recoleta,Jefe/a Departamento de Administración de Educación Municipal de Recoleta,II,No Adscrito,Finalizado con nombramiento
"2477",2015,2015-11-29,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"2478",2014,2014-08-17,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Director/a Hospital San José,II,Adscrito,Desierto
"2479",2014,2014-08-10,Ministerio de Educación,Junta Nacional de Jardines Infantiles,"Director/a Regional, Región de Valparaíso",II,Adscrito,Finalizado con nombramiento
"248",2009,2009-04-26,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Director/a Atención Primaria,II,Adscrito,Finalizado con nombramiento
"2480",2014,2014-10-26,Ministerio del Medio Ambiente,Servicio de Evaluación Ambiental,Director/a Regional Bío - Bío,II,Adscrito,Finalizado con nombramiento
"2481",2015,2015-06-21,Ministerio de Salud,Servicio de Salud Chiloé,Director/a Hospital de Ancud,II,Adscrito,Desierto
"2482",2016,2016-05-08,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Jefe/a Departamento Desarrollo y Control,II,Adscrito,Finalizado con nombramiento
"2483",2014,2014-12-07,Ministerio de Hacienda,Servicio de Impuestos Internos,Director/a,I,Adscrito,Finalizado con nombramiento
"2484",2014,2014-05-25,Ministerio de Hacienda,Servicio Nacional de Aduanas,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2485",2014,2014-05-25,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Tesorero/a General,I,Adscrito,Finalizado con nombramiento
"2486",2015,2015-03-15,Ministerio de Salud,Servicio de Salud Antofagasta,Director/a Hospital de Calama,II,Adscrito,Desierto
"2487",2014,2014-10-12,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Aysén,II,Adscrito,Finalizado con nombramiento
"2488",2014,2014-08-03,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2489",2014,2014-06-22,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"249",2006,2006-08-27,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Director/a Hospital de Curacaví,II,Adscrito,Finalizado con nombramiento
"2490",2014,2014-04-27,Ministerio de Energía,Comisión Nacional de Energía,Secretario/a Ejecutivo/a,I,Adscrito,Finalizado con nombramiento
"2491",2014,2014-05-25,Ministerio de Hacienda,Dirección de Compras y Contratación Pública,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2492",2014,2014-06-08,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2493",2014,2014-06-29,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Fiscal,II,Adscrito,Desierto
"2494",2015,2015-01-11,Ministerio de Agricultura,Comisión Nacional de Riego,Secretario/a Ejecutivo/a,I,Adscrito,Desierto
"2495",2014,2014-04-13,Ministerio de Obras Públicas,Fiscalía del Ministerio de Obras Públicas,Fiscal Nacional,I,Adscrito,Desierto
"2496",2014,2014-06-01,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2497",2014,2014-05-18,Ministerio de Obras Públicas,Dirección de Arquitectura,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"2498",2014,2014-04-13,Ministerio del Trabajo y Previsión Social,Superintendencia de  Pensiones,Superintendente/a,I,Adscrito,Finalizado con nombramiento
"2499",2014,2014-10-12,Ministerio del Trabajo y Previsión Social,Instituto de Seguridad Laboral,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"25",2006,2006-05-21,Ministerio de Salud,Servicio de Salud Maule,Director/a Servicio de Salud,I,Adscrito,Desierto
"250",2006,2006-08-06,Ministerio de Salud,Servicio de Salud Concepción,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"2500",2014,2014-06-01,Ministerio del Medio Ambiente,Superintendencia del Medio Ambiente,Superintendente/a,I,Adscrito,Finalizado con nombramiento
"2501",2014,2014-07-20,Ministerio de Educación,Junta Nacional de Jardines Infantiles,Vicepresidente/a Ejecutivo/a,I,Adscrito,Finalizado con nombramiento
"2502",2014,2014-05-04,Ministerio de Educación,Agencia de Calidad de la Educación,Secretario/a Ejecutivo/a,I,Adscrito,Finalizado con nombramiento
"2503",2014,2014-05-18,Ministerio de Educación,"Dirección de Bibliotecas, Archivos y Museos","Director/a Nacional de Bibliotecas, Archivos y Museo y Director/a de la Biblioteca Nacional",I,Adscrito,Finalizado con nombramiento
"2504",2014,2014-10-19,Ministerio de Educación,Comisión Nacional de Investigación Científica y Tecnológica,Director/a Ejecutivo/a,I,Adscrito,Finalizado con nombramiento
"2505",2014,2014-11-16,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Jefe/a División Fiscalía,II,Adscrito,Finalizado con nombramiento
"2506",2014,2014-10-26,Administración local,Municipalidad de San Felipe,Jefe Departamento de Administración de Educación Municipal de San Felipe,II,No Adscrito,Finalizado con nombramiento
"2507",2014,2014-10-19,Ministerio de Salud,Servicio de Salud Araucanía Sur,Director/a Servicio de Salud,I,Adscrito,Nomina
"2508",2014,2014-05-25,Ministerio de Salud,Servicio de Salud Antofagasta,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"2509",2014,2014-08-31,Ministerio de Salud,Servicio de Salud Atacama,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"251",2006,2006-08-06,Ministerio de Salud,Servicio de Salud Concepción,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"2510",2014,2014-10-19,Ministerio de Salud,Servicio de Salud del Libertador Bernardo O'Higgins,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
