Adscrito;Nivel;Concurso;Ministerio;Servicio;Nombre Cargo;Fecha Convocatoria;Fecha Envío Nómina;Fecha Desierto;Tipo Desierto
Adscrito;Nivel II;ADP-4306;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Región de Ñuble;11-11-2018;-;18-02-2019;Desierto por Comité
Adscrito;Nivel II;ADP-4539;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Fiscal;18-11-2018;-;22-01-2019;Desierto por Comité
Adscrito;Nivel II;ADP-8333;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Contador/a General;04-07-2021;13-09-2021;14-10-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-5287;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Tarapacá;05-04-2020;25-06-2020;04-08-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-14929;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Atacama;06-11-2022;-;10-02-2023;Desierto por Comité
Adscrito;Nivel II;ADP-5527;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe de División Adopción y Gestión de Usuarios;23-08-2020;03-11-2020;10-12-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-17600;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Atacama;16-04-2023;04-07-2023;17-08-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-5261;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Usuarios;02-01-2022;-;26-04-2022;Desierto por Comité
Adscrito;Nivel II;ADP-3624;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Usuarios;19-03-2017;-;24-05-2017;Desierto por Comité
Adscrito;Nivel II;ADP-3729;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional  de Los Lagos;09-07-2017;-;28-09-2017;Desierto por Comité
Adscrito;Nivel II;ADP-4842;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Atacama;26-05-2019;05-08-2019;06-09-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-5302;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Director/a Regional Coquimbo;16-08-2020;13-11-2020;21-12-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-4431;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Función: Personas;16-09-2018;-;30-11-2018;Desierto por Comité
Adscrito;Nivel II;ADP-13173;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Administración y Finanzas;31-07-2022;26-10-2022;05-12-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-4336;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional de Ñuble;14-10-2018;21-12-2018;31-01-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4738;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Fiscalización;26-05-2019;-;30-07-2019;Desierto por Comité
Adscrito;Nivel II;ADP-5262;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Administración y Finanzas;19-12-2021;-;09-03-2022;Desierto por Comité
Adscrito;Nivel II;ADP-4967;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Fiscalización;25-08-2019;15-11-2019;06-01-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-6369;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Magallanes y la Antártica Chilena;17-01-2021;19-04-2021;24-05-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-4795;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Arica, Región de Arica y Parinacota;21-07-2019;25-09-2019;20-11-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-13183;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Director/a Regional Aysén;28-08-2022;-;18-11-2022;Desierto por Comité
Adscrito;Nivel II;ADP-8470;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Antofagasta;15-08-2021;-;04-11-2021;Desierto por Comité
Adscrito;Nivel II;ADP-3599;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Recursos Humanos;09-07-2017;28-09-2017;06-11-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-4266;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Tarapacá;07-10-2018;-;21-12-2018;Desierto por Comité
Adscrito;Nivel II;ADP-11653;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a Unidad de Control del Gobierno Regional  de la Región de Valparaíso;08-01-2023;21-03-2023;16-06-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-4780;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Administrador/a General;09-06-2019;-;23-08-2019;Desierto por Comité
Adscrito;Nivel II;ADP-4561;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Antofagasta;13-01-2019;-;17-04-2019;Desierto por Comité
Adscrito;Nivel II;75;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a División Estudios y Estrategia;13-06-2004;10-09-2004;08-11-2004;Desierto por Autoridad
Adscrito;Nivel II;81;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Programas;07-11-2004;31-12-2004;25-10-2005;Desierto por Autoridad
Adscrito;Nivel II;96;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Subdirector/a Jurídico/a;05-06-2005;14-10-2005;10-11-2005;Desierto por Autoridad
Adscrito;Nivel II;101;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Médico/a Servicio de Salud;03-07-2005;10-05-2006;02-11-2006;Desierto por Autoridad
Adscrito;Nivel II;103;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Dr. Eduardo Pereira;03-07-2005;16-11-2005;10-01-2006;Desierto por Autoridad
Adscrito;Nivel II;104;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Médico/a Hospital Carlos Van Buren;03-07-2005;-;26-09-2005;Desierto por Comité
Adscrito;Nivel II;108;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Subdirector/a Médico/a Hospital Gustavo Fricke;03-07-2005;-;26-09-2005;Desierto por Comité
Adscrito;Nivel II;111;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Talca;16-10-2005;-;27-02-2008;Desierto por Comité
Adscrito;Nivel II;112;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Linares;16-10-2005;-;27-02-2008;Desierto por Comité
Adscrito;Nivel II;113;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Médico/a Servicio de Salud;16-10-2005;-;30-03-2006;Desierto por Comité
Adscrito;Nivel II;114;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Hospital Base de Puerto Montt;16-10-2005;21-04-2006;12-05-2006;Desierto por Autoridad
Adscrito;Nivel II;116;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Médico/a Hospital de Puerto Montt;16-10-2005;-;30-03-2006;Desierto por Comité
Adscrito;Nivel II;123;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Médico/a Servicio de Salud;16-10-2005;-;25-08-2006;Desierto por Comité
Adscrito;Nivel II;124;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital Traumatológico;16-10-2005;-;22-05-2006;Desierto por Comité
Adscrito;Nivel II;125;Ministerio de Salud;Servicio de Salud Concepción;Jefe/a Departamento Auditoría;16-10-2005;30-01-2006;07-07-2006;Desierto por Autoridad
Adscrito;Nivel II;126;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Médico/a Hospital Guillermo Grant Benavente;16-10-2005;-;22-05-2006;Desierto por Comité
Adscrito;Nivel II;130;Ministerio de Salud;Servicio de Salud Tarapacá;Subdirector/a Médico/a Servicio de Salud;16-10-2005;-;03-05-2006;Desierto por Comité
Adscrito;Nivel II;135;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Valparaíso;27-11-2005;25-01-2006;03-02-2006;Desierto por Autoridad
Adscrito;Nivel II;137;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Victoria;18-12-2005;-;08-10-2006;Desierto por Comité
Adscrito;Nivel II;138;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Angol;18-12-2005;-;08-10-2006;Desierto por Comité
Adscrito;Nivel II;139;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;18-12-2005;-;04-05-2006;Desierto por Comité
Adscrito;Nivel II;143;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Protección Pecuaria;18-12-2005;06-03-2006;13-04-2006;Desierto por Autoridad
Adscrito;Nivel II;144;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Programas;18-12-2005;-;14-03-2006;Desierto por Comité
Adscrito;Nivel II;145;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Función Gestión de Personas;18-12-2005;-;14-03-2006;Desierto por Comité
Adscrito;Nivel II;146;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a Departamento Función Planificación y Estudios;18-12-2005;-;14-03-2006;Desierto por Comité
Adscrito;Nivel II;147;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Psiquiátrico El Salvador;18-12-2005;10-05-2006;20-03-2007;Desierto por Autoridad
Adscrito;Nivel II;148;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Jefe/a Departamento Auditoría;18-12-2005;23-03-2006;14-07-2006;Desierto por Autoridad
Adscrito;Nivel II;151;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Atención Primaria;18-12-2005;-;05-01-2007;Desierto por Comité
Adscrito;Nivel II;152;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Nueva Imperial;18-12-2005;-;01-09-2006;Desierto por Comité
Adscrito;Nivel II;153;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Pitrufquén;18-12-2005;-;01-09-2006;Desierto por Comité
Adscrito;Nivel II;154;Ministerio de Salud;Servicio de Salud Araucanía Sur;Director/a Hospital de Lautaro;18-12-2005;-;01-09-2006;Desierto por Comité
Adscrito;Nivel II;155;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a División Estudios y Estrategia;13-01-2008;03-04-2008;23-04-2008;Desierto por Autoridad
Adscrito;Nivel II;158;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Servicio de Salud;26-11-2006;09-02-2007;30-03-2007;Desierto por Autoridad
Adscrito;Nivel II;163;Ministerio de Salud;Servicio de Salud Aysén;Director/a Hospital de Puerto Aysén;30-04-2006;-;29-05-2006;Desierto por Comité
Adscrito;Nivel II;164;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Médico/a Servicio de Salud;19-11-2006;-;02-03-2007;Desierto por Comité
Adscrito;Nivel II;165;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital de Tocopilla;30-04-2006;-;23-05-2006;Desierto por Comité
Adscrito;Nivel II;168;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Hospital Dr. Humberto Elorza Cortés de Illapel;30-04-2006;-;18-07-2006;Desierto por Comité
Adscrito;Nivel II;172;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Inteligencia Financiera;03-02-2006;25-04-2006;08-08-2006;Desierto por Autoridad
Adscrito;Nivel II;173;Ministerio de Salud;Servicio de Salud Arauco;Subdirector/a Médico/a Servicio de Salud;09-07-2006;-;10-10-2006;Desierto por Comité
Adscrito;Nivel II;174;Ministerio de Salud;Servicio de Salud Arauco;Director/a Hospital de Curanilahue;09-07-2006;-;28-09-2006;Desierto por Comité
Adscrito;Nivel II;175;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Capacitación a Personas;27-05-2007;14-08-2007;19-11-2007;Desierto por Autoridad
Adscrito;Nivel II;176;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional de Atacama;14-05-2006;-;23-01-2007;Desierto por Comité
Adscrito;Nivel II;177;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Director/a Hospital Dr. Juan Noé Crevani de Arica;28-01-2007;-;22-05-2007;Desierto por Comité
Adscrito;Nivel II;193;Ministerio de Salud;Servicio de Salud Ñuble;Subdirector/a Médico/a Servicio de Salud;11-03-2007;-;17-05-2007;Desierto por Comité
Adscrito;Nivel II;195;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Ancud;30-07-2006;-;23-10-2006;Desierto por Comité
Adscrito;Nivel II;196;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Médico/a Hospital de Puerto Montt;30-07-2006;-;12-10-2006;Desierto por Comité
Adscrito;Nivel II;199;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital de Quilpué;09-07-2006;12-09-2006;18-12-2006;Desierto por Autoridad
Adscrito;Nivel II;204;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Jefe/a Departamento Auditoría;10-09-2006;04-12-2006;22-03-2007;Desierto por Autoridad
Adscrito;Nivel II;207;Ministerio de Salud;Servicio de Salud Tarapacá;Subdirector/a Médico/a Servicio de Salud;16-07-2006;-;28-11-2006;Desierto por Comité
Adscrito;Nivel II;208;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;06-08-2006;-;20-11-2006;Desierto por Comité
Adscrito;Nivel II;215;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Médico/a Hospital Guillermo Grant Benavente;16-07-2006;-;15-01-2007;Desierto por Comité
Adscrito;Nivel II;216;Ministerio de Salud;Servicio de Salud Aysén;Director/a Hospital de Puerto Aysén;23-07-2006;04-12-2006;02-02-2007;Desierto por Autoridad
Adscrito;Nivel II;217;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Médico/a Servicio de Salud;26-11-2006;-;18-01-2007;Desierto por Comité
Adscrito;Nivel II;228;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Aysén;13-08-2006;-;21-11-2006;Desierto por Comité
Adscrito;Nivel II;234;Ministerio de Salud;Servicio de Salud Aysén;Director/a del Hospital de Coyhaique;23-07-2006;-;17-11-2006;Desierto por Comité
Adscrito;Nivel II;237;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Servicios Internos;27-05-2007;10-08-2007;11-09-2007;Desierto por Autoridad
Adscrito;Nivel II;244;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Inteligencia Financiera;29-10-2006;-;15-01-2007;Desierto por Comité
Adscrito;Nivel II;245;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Director/a Hospital El Pino;13-08-2006;-;09-11-2006;Desierto por Comité
Adscrito;Nivel II;247;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Médico/a Servicio de Salud;27-08-2006;-;14-11-2006;Desierto por Comité
Adscrito;Nivel II;253;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital San José;27-04-2008;24-07-2008;19-08-2008;Desierto por Autoridad
Adscrito;Nivel II;254;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Médico/a Servicio de Salud;10-09-2006;-;07-12-2006;Desierto por Comité
Adscrito;Nivel II;257;Ministerio de Salud;Servicio de Salud Talcahuano;Director/a Hospital de Las Higueras;17-09-2006;02-01-2007;02-04-2007;Desierto por Autoridad
Adscrito;Nivel II;258;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital San Camilo de San Felipe;14-01-2007;-;09-04-2007;Desierto por Comité
Adscrito;Nivel II;259;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Hospital Dr. Humberto Elorza Cortés de Illapel;27-08-2006;-;21-12-2006;Desierto por Comité
Adscrito;Nivel II;268;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Secretario/a Ejecutivo/a Inst. Dr. Carlos Ybar;10-09-2006;27-12-2006;11-01-2007;Desierto por Autoridad
Adscrito;Nivel II;269;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Tarapacá;21-01-2007;-;13-03-2007;Desierto por Comité
Adscrito;Nivel II;270;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Antofagasta;21-01-2007;-;13-03-2007;Desierto por Comité
Adscrito;Nivel II;271;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Atacama;21-01-2007;-;13-03-2007;Desierto por Comité
Adscrito;Nivel II;272;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Coquimbo;21-01-2007;-;13-03-2007;Desierto por Comité
Adscrito;Nivel II;273;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Valparaíso;21-01-2007;-;13-03-2007;Desierto por Comité
Adscrito;Nivel II;274;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Bdo. OHiggins;21-01-2007;-;13-03-2007;Desierto por Comité
Adscrito;Nivel II;275;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Maule;21-01-2007;-;13-03-2007;Desierto por Comité
Adscrito;Nivel II;276;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Bío-Bío;21-01-2007;-;13-03-2007;Desierto por Comité
