Nivel;Tipo Cargo;Ministerio;Servicio;Nombre Cargo;Fecha Nombramiento;Fecha Inicio Labor;Concurso;Sexo
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Coquimbo;Director/a Regional Serviu Coquimbo;07-09-2015;07-09-2015;3058;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad Administración y Finanzas;22-01-2016;22-01-2016;3061;Hombre
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Servicio de Salud;07-09-2015;14-09-2015;3064;Mujer
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Aysén del General Carlos Ibáñez del Campo;Director/a;07-09-2015;07-09-2015;3090;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región de Arica y Parinacota;07-10-2015;14-10-2015;3106;Hombre
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Vialidad;Director/a Nacional;15-01-2016;18-01-2016;3114;Hombre
Nivel I;Adscrito;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Director/a Ejecutivo/a;07-10-2015;02-11-2015;3115;Hombre
Nivel I;Adscrito;Ministerio de Hacienda;Servicio de Impuestos Internos;Director/a Nacional;11-08-2015;13-08-2015;3151;Hombre
Nivel I;Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a Jurídico/a;07-10-2015;07-10-2015;3167;Mujer
Nivel I;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Nacional;08-01-2016;12-01-2016;3168;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;Director/a Regional Serviu Los Lagos;22-03-2016;01-04-2016;3182;Hombre
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Servicio de Salud;20-06-2016;01-07-2016;3188;Hombre
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Aeropuertos;Director/a Nacional;15-01-2016;15-01-2016;3190;Hombre
Nivel I;Adscrito;Ministerio de Salud;Instituto de Salud Pública;Director/a;13-01-2017;01-02-2017;3192;Hombre
Nivel I;Adscrito;Ministerio de Agricultura;Comisión Nacional de Riego;Secretario/a Ejecutivo/a;16-06-2016;17-06-2016;3198;Mujer
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Servicio de Salud;27-01-2016;01-02-2016;3203;Hombre
Nivel I;Adscrito;Servicio de Salud Metropolitano Sur-Oriente;Hospital Padre Alberto Hurtado;Director/a;27-01-2016;01-02-2016;3207;Mujer
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Servicio de Salud;27-01-2016;01-02-2016;3215;Mujer
Nivel I;Adscrito;Ministerio de Obras Públicas;Superintendencia de Servicios Sanitarios;Superintendente/a;08-06-2016;20-06-2016;3253;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Director/a;20-06-2016;01-07-2016;3260;Hombre
Nivel I;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Secretario/a General;19-10-2016;19-10-2016;3295;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;Superintendente/a;19-10-2016;01-12-2016;3299;Hombre
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Director Servicio de Salud;20-04-2016;01-05-2016;3302;Mujer
Nivel I;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Director/a;19-10-2016;01-11-2016;3309;Hombre
Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Director/a General;15-07-2016;25-07-2016;3314;Hombre
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Nacional;19-10-2016;20-10-2016;3329;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Atacama;Director/a Regional Serviu Atacama;07-07-2016;19-07-2016;3330;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Valparaíso;Director/a Regional Serviu Valparaíso;30-06-2016;18-07-2016;3344;Hombre
Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Superintendente/a;08-06-2016;17-06-2016;3364;Hombre
Nivel I;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Superintendente/a;13-01-2017;20-02-2017;3371;Mujer
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad de Auditoria Interna;23-11-2016;23-11-2016;3382;Mujer
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;30-08-2016;02-09-2016;3391;Mujer
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional Región de Atacama;29-06-2020;29-05-2020;ADP-5103;Mujer
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional Región de Atacama;10-10-2017;11-10-2017;ADP-3628;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Suplente;20-11-2021;18-12-2021;ADP-9108;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Titular;21-11-2021;18-12-2021;ADP-9104;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Suplente;-;01-03-2010;ADP-5248;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Titular;18-12-2018;18-12-2018;ADP-4420;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Titular;18-11-2021;18-12-2021;ADP-9105;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Titular;18-12-2018;31-12-2018;ADP-4421;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Titular;19-11-2021;18-12-2021;ADP-9106;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Suplente;22-11-2021;18-12-2021;ADP-9107;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Fondo de Infraestructuras;Director/a Titular;18-12-2018;15-03-2019;ADP-4419;Hombre
Nivel I;No Adscrito;Otros Organismos;Tribunal Tributario Aduanero Región Los Lagos;Secretario/a Abogado/a Región Los Lagos;19-10-2020;19-10-2020;ADP-4349;Mujer
Nivel I;No Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a de Desarrollo;24-07-2019;24-07-2019;ADP-4652;Hombre
Nivel I;No Adscrito;Otros Organismos;Tribunal Tributario Aduanero Región Valparaíso;Juez/a Tributario/a y Aduanero/a Región Valparaíso;09-10-2020;09-10-2020;ADP-4497;Hombre
Nivel I;No Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a de Fiscalización y Promoción;24-07-2019;24-07-2019;ADP-4649;Hombre
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región Metropolitana;14-03-2018;02-04-2018;ADP-3627;Mujer
Nivel I;No Adscrito;Ministerio de Obras Públicas;Subsecretaria de Obras Públicas;Integrante Panel Técnico;20-04-2020;20-04-2020;ADP-5225;Mujer
Nivel I;No Adscrito;Ministerio de Obras Públicas;Subsecretaria de Obras Públicas;Integrante Panel Técnico;20-03-2020;20-03-2020;ADP-5222;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Subsecretaria de Obras Públicas;Integrante Panel Técnico;06-07-2018;06-07-2018;ADP-3928;Hombre
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional Región de Aysen;31-01-2020;02-03-2020;ADP-4207;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Universitario/a (Vinculación Universidad incluida Región Metropolitana – 6 años);13-05-2019;16-05-2019;ADP-4545;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Universitario/a (Vinculación Universidad distinta Región Metropolitana – 6 años);13-05-2019;16-05-2019;ADP-4547;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Técnico Profesional (Vinculación Universidad distinta Región Metropolitana – 6 años);13-05-2019;13-05-2019;ADP-4543;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado/a Técnico Profesional (Vinculación Universidad incluida Región Metropolitana – 6 años);13-05-2019;13-05-2019;ADP-4541;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Comisionado Conicyt;08-02-2019;01-03-2019;ADP-4549;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Comisión Nacional de Acreditación;Secretario/a Ejecutivo/a;13-07-2020;13-07-2020;ADP-5305;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado/a Experto en Regulación;07-04-2019;07-04-2019;ADP-4639;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado/a Experto en Regulación Economica;07-04-2019;07-04-2019;ADP-4637;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado/a Experto en Gestión de Educación Superior-SubSistema Universitario;07-04-2019;07-04-2019;ADP-4633;Hombre
Nivel I;No Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Reinserción Social Juvenil;Consejero Profesional del Área Económica o de la Administración;06-07-2023;10-07-2023;ADP-17373;Hombre
Nivel I;No Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Reinserción Social Juvenil;Consejero Profesional de la Salud Mental;06-07-2023;10-07-2023;ADP-17372;Mujer
Nivel I;No Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Reinserción Social Juvenil;Consejero Profesional del Área de Educación;06-07-2023;06-07-2023;ADP-17371;Mujer
Nivel I;No Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Reinserción Social Juvenil;Consejero Profesional de las Ciencias Sociales;06-07-2023;10-07-2023;ADP-17370;Mujer
Nivel I;No Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Reinserción Social Juvenil;Consejero Abogado Experto en Materia de Justicia Juvenil;06-07-2023;06-07-2023;ADP-17369;Hombre
Nivel I;No Adscrito;Ministerio de Minería;Corporación Nacional del Cobre;Director/a;10-05-2021;10-05-2021;ADP-5824;Hombre
Nivel I;No Adscrito;Ministerio de Transportes y Telecomunicaciones;Panel de Expertos Ministerio Transportes y Telecomunicaciones;Suplente Panel de Expertos;07-11-2022;07-11-2022;ADP-11350;Hombre
Nivel I;No Adscrito;Ministerio de Transportes y Telecomunicaciones;Panel de Expertos Ministerio Transportes y Telecomunicaciones;Integrante Panel de Expertos;02-02-2018;14-02-2018;ADP-3793;Hombre
Nivel I;No Adscrito;Ministerio de Transportes y Telecomunicaciones;Panel de Expertos Ministerio Transportes y Telecomunicaciones;Integrante Panel de Expertos;07-11-2022;07-11-2022;ADP-11349;Hombre
Nivel I;No Adscrito;Ministerio de Minería;Corporación Nacional del Cobre;Director/a;10-05-2021;10-05-2021;ADP-5825;Hombre
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región Los Ríos;19-04-2018;07-05-2018;ADP-3792;Mujer
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región Los Ríos;14-06-2019;03-07-2019;ADP-4517;Hombre
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Titular Licenciado/a en Ciencias;18-07-2023;18-07-2023;ADP-12793;Hombre
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región de Antofagasta;20-03-2017;20-03-2017;ADP-3491;Hombre
Nivel I;No Adscrito;Otros Organismos;Segundo Tribunal Ambiental;Ministro/a Titular Abogado;01-10-2019;01-10-2019;ADP-3910;Hombre
Nivel I;No Adscrito;Otros Organismos;Segundo Tribunal Ambiental;Ministro/a Abogado/a Titular;18-07-2023;18-07-2023;ADP-9916;Mujer
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Suplente Licenciado/a en Ciencias;19-05-2021;08-07-2021;ADP-4791;Hombre
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Titular Abogado/a;19-10-2021;19-10-2021;ADP-5405;Mujer
Nivel I;No Adscrito;Otros Organismos;Segundo Tribunal Ambiental;Ministro/a Suplente Licenciado en Ciencias;19-05-2021;08-07-2021;ADP-3911;Hombre
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Titular Abogado/a;19-10-2021;19-10-2021;ADP-4617;Hombre
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Titular Abogado/a;28-12-2017;28-12-2017;ADP-3609;Hombre
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Suplente Abogado/a;18-07-2023;18-07-2023;ADP-8790;Hombre
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Titular Licenciado/a en Ciencias;05-02-2018;02-02-2018;ADP-3517;Mujer
Nivel I;No Adscrito;Otros Organismos;Tercer Tribunal Ambiental;Ministro/a Suplente Abogado/a;28-12-2017;28-12-2017;ADP-3617;Hombre
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;20-03-2018;20-03-2018;ADP-3780;Hombre
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;20-03-2018;20-03-2018;ADP-3781;Hombre
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;20-03-2018;20-03-2018;ADP-3782;Mujer
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;20-03-2018;20-03-2018;ADP-3783;Hombre
Nivel I;No Adscrito;Ministerio de Energía;Empresa Nacional del Petroleo;Director/a;10-05-2021;10-05-2021;ADP-5583;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Centro de Formación Técnica de la Región de Aysén de Magallanes y Antártica Chilena;Rector/a;07-08-2019;02-09-2019;ADP-4300;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado;07-04-2019;07-04-2019;ADP-4636;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Centro de Formación Técnica de la Región de Metropolitana;Rector/a;22-08-2019;02-09-2019;ADP-3765;Hombre
Nivel I;No Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a de la Unidad Administradora de los Tribunales Tributario/as y Aduanero/as;14-06-2019;01-08-2019;ADP-4430;Hombre
Nivel I;No Adscrito;Ministerio de Hacienda;Comisión para el Mercado Financiero;Fiscal - Unidad de Investigación;29-12-2017;16-01-2018;ADP-3776;Hombre
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto del Comité de Prevención contra la Tortura (Especialista en el Área Salud);29-04-2020;29-04-2020;ADP-5125;Mujer
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto Comité Prevención contra la Tortura especialista sistemas penitenciarios;29-04-2020;29-04-2020;ADP-5145;Mujer
Nivel I;No Adscrito;Autónomo;Centro de Formación Técnica de la Región de Atacama;Rector/a;20-03-2020;20-03-2020;ADP-4784;Hombre
Nivel I;No Adscrito;Otros Organismos;Segundo Tribunal Ambiental;Ministro/a Suplente Abogado;10-12-2019;10-12-2019;ADP-3496;Mujer
Nivel I;No Adscrito;Autónomo;Centro de Formación Técnica de la Región de Arica y Parinacota;Rector/a;09-03-2020;09-03-2020;ADP-4783;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Comisión de Expertos para la Regulación de Aranceles;Comisionado;07-04-2019;07-04-2019;ADP-4638;Mujer
Nivel I;No Adscrito;Autónomo;Defensoría de los Derechos de la Niñez;Director/a Unidad de Protección de Derechos y Representación Judicial;03-07-2020;06-07-2020;ADP-5264;Mujer
Nivel I;No Adscrito;Autónomo;Defensoría de los Derechos de la Niñez;Director/a Unidad de Protección de Derechos y Representación Judicial;15-10-2019;21-10-2019;ADP-4853;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Consejo Nacional de Educación;Consejero/a, Académicos o Profesionales de reconocido prestigio;19-02-2019;20-02-2019;ADP-3857;Hombre
Nivel I;No Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional Región Ohiggins;03-05-2018;01-07-2018;ADP-3838;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Consejo Nacional de Educación;Consejero/a, Académicos o Profesionales de reconocido prestigio en el área de la educación media;19-02-2019;20-02-2019;ADP-3856;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Consejo Nacional de Educación;Consejero/a, Académico o Profesional de reconocido prestigio en el área de la educación básica;27-01-2022;27-01-2022;ADP-5498;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejera/a;26-10-2018;26-10-2018;ADP-4339;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Consejo Nacional de Educación;Consejero/a, Académico o Profesional de reconocido prestigio en el área de la educación parvularia;27-01-2022;27-01-2022;ADP-5497;Mujer
Nivel I;No Adscrito;Autónomo;Centro de Formación Técnica de la Región de Aysén del General Carlos Ibáñez del Campo;Rector/a;24-11-2020;24-11-2020;ADP-5100;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejero/a;18-04-2022;18-04-2022;ADP-10043;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejero/a Reconocido Prestigio Educación Parvularia;18-04-2022;18-04-2022;ADP-10041;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejera/a;18-04-2022;18-04-2022;ADP-10042;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejera/a;26-10-2018;26-10-2018;ADP-4340;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Consejero/a;26-10-2018;26-10-2018;ADP-4338;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Consejo Nacional de Educación;Consejero, Profesional Educación Ámbito Municipal;04-12-2018;04-12-2018;ADP-3858;Mujer
Nivel I;No Adscrito;Autónomo;Centro de Formación Técnica de la Región del Libertador General Bernardo O’Higgins;Rector/a;24-11-2020;24-11-2020;ADP-5098;Hombre
Nivel I;No Adscrito;Autónomo;Centro de Formación Técnica de la Región del Bío Bío;Rector/a;07-04-2021;07-04-2021;ADP-5099;Hombre
Nivel I;No Adscrito;Ministerio de Educación;Consejo Nacional de Educación;Consejero/a Profesional de la Educación que ejerce labores docentes en el sector particular;14-04-2021;14-04-2021;ADP-5496;Mujer
Nivel I;No Adscrito;Ministerio de Educación;Centro de Formación Técnica de la Región de Antofagasta;Rector/a;07-08-2019;02-09-2019;ADP-3764;Hombre
Nivel I;No Adscrito;Ministerio de Obras Públicas;Subsecretaria de Obras Públicas;Integrante Panel Técnico;07-09-2010;07-09-2010;544;Mujer
Nivel I;No Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a de Administración y Finanzas;03-02-2009;03-02-2009;762;Hombre
