Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Año Convocatoria;Mes Convocatoria;Concurso;Id Cargo
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Anticarteles;2017;oct;ADP-3742;II 1151
Nivel II;No Adscrito;Ministerio de Economía, Fomento y Turismo;Subsecretaría de Economía y Empresas de menor tamaño;Jefe/a Programa Fondo de Innovacion para la Competitividad;2018;jun;ADP-4219;II 1317
Nivel II;No Adscrito;Administración local;Municipalidad de Los Alamos;Jefe/a Departamento de Administración de Educación Municipal de Los Alamos;2018;dic;ADP-4417;II 961
Nivel II;No Adscrito;Administración local;Municipalidad de Futrono;Jefe/a de Departamento de Administración de Educación Municipal de Futrono;2018;jun;ADP-3909;II 873
Nivel II;No Adscrito;Administración local;Municipalidad de Quintero;Jefe/a Departamento de Administración de Educación Municipal de Quintero;2018;sep;ADP-3926;II 986
Nivel II;No Adscrito;Ministerio de Economía, Fomento y Turismo;Corporación de Fomento de la Producción;Gerente/a de Redes y Competitividad;2018;ago;ADP-4318;II 1289
Nivel II;No Adscrito;Administración local;Municipalidad de Monte Patria;Jefe/a de Departamento de Administración de Educación Municipal de Monte Patria;2018;ago;ADP-4374;II 965
Nivel II;No Adscrito;Administración local;Municipalidad de Chépica;Jefe/a Departamento de Administración de Educación Municipal de Chépica;2018;jun;ADP-2939;II 1030
Nivel II;No Adscrito;Administración local;Municipalidad de Curepto;Jefe/a de Departamento de Administración de Educación Municipal de Curepto;2018;ene;ADP-3882;II 883
Nivel II;No Adscrito;Administración local;Municipalidad de Curanilahue;Jefe/a de Departamento de Administración de Educación Municipal de Curanilahue;2019;ago;ADP-4907;II 976
Nivel II;No Adscrito;Administración local;Municipalidad de Los Alamos;Jefe/a Departamento de Administración de Educación Municipal de Los Alamos;2019;may;ADP-4786;II 961
Nivel II;No Adscrito;Administración local;Municipalidad de Salamanca;Jefe/a Departamento de Administración de Educación Municipal de Salamanca;2019;nov;ADP-3618;II 889
Nivel II;No Adscrito;Administración local;Municipalidad de Villa Alegre;Jefe/a Departamento de Administración de Educación Municipal de Villa Alegre;2019;jun;ADP-4381;II 1099
Nivel II;No Adscrito;Administración local;Municipalidad de Aysén;Jefe/a Departamento de Administración de Educación Municipal;2019;ene;ADP-3946;II 1032
Nivel II;No Adscrito;Administración local;Municipalidad de Coronel;Jefe/a Departamento de Administración de Educación Municipal de Coronel;2019;ene;ADP-4631;II 929
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Registro y Funcionamiento de Partidos Politicos;2019;jun;ADP-4863;II 1145
Nivel II;No Adscrito;Administración local;Municipalidad de Peumo;Jefe/a Departamento de Administración de Educación Municipal de Peumo;2015;abr;3011;II 1081
Nivel II;No Adscrito;Administración local;Municipalidad de Rengo;Jefe/a de Departamento de Administración de Educación Municipal de Rengo;2015;abr;2927;II 882
Nivel II;No Adscrito;Administración local;Municipalidad de Llay Llay;Jefe/a Departamento de Administración de Educación Municipal de Llay Llay;2015;jun;3051;II 1059
Nivel II;No Adscrito;Administración local;Municipalidad de Cabildo;Jefe/a Departamento de Administración de Educación Municipal de Cabildo;2015;ago;3111;II 1036
Nivel II;No Adscrito;Administración local;Municipalidad de Nancagua;Jefe/a Departamento de Administración de Educación Municipal de Nancagua;2015;dic;3278;II 1069
Nivel II;No Adscrito;Administración local;Municipalidad de Frutillar;Jefe/a Departamento de Administración de Educación Municipal de Frutillar;2015;jul;3139;II 1050
Nivel II;No Adscrito;Administración local;Municipalidad de Molina;Jefe/a Departamento de Administración de Educación Municipal de Molina;2015;nov;3123;II 1068
Nivel II;No Adscrito;Administración local;Municipalidad de San Esteban;Jefe/a Departamento de Administración de Educación Municipal de San Esteban;2015;oct;3119;II 1089
Nivel II;No Adscrito;Administración local;Municipalidad de Hualpén;Jefe/a Departamento de Administración de Educación Municipal de Hualpén;2015;nov;3153;II 1054
Nivel II;No Adscrito;Administración local;Municipalidad de Bulnes;Jefe/a Departamento de Administración de Educación Municipal de Bulnes;2015;may;3084;II 1035
Nivel II;No Adscrito;Administración local;Municipalidad de Coltauco;Jefe/a Departamento de Administración de Educación Municipal;2015;may;2967;II 867
Nivel II;No Adscrito;Administración local;Municipalidad de Arauco;Jefe/a Departamento de Administración de Educación Municipal;2022;nov;ADP-12106;II 861
Nivel II;No Adscrito;Administración local;Municipalidad de Tirúa;Jefe/a Departamento de Administración de Educación Municipal de Tirúa;2022;oct;ADP-14933;II 1096
Nivel II;No Adscrito;Administración local;Municipalidad de Malloa;Jefe/a de Departamento de Educación Municipal de Malloa;2022;ene;ADP-9028;II 834
Nivel II;No Adscrito;Administración local;Municipalidad de Tomé;Jefe/a Departamento de Administración de Educación Municipal de Tomé;2022;mar;ADP-11687;II 943
Nivel II;No Adscrito;Administración local;Municipalidad de Tirúa;Jefe/a Departamento de Administración de Educación Municipal de Tirúa;2014;oct;2840;II 1096
Nivel II;No Adscrito;Administración local;Municipalidad de Pichidegua;Jefe/a Departamento de Administración de Educación Municipal de Pichidegua;2014;sep;2617;II 1082
Nivel II;No Adscrito;Administración local;Municipalidad de Peralillo;Jefe/a de Departamento de Administración de Educación Municipal de Peralillo;2014;nov;2936;II 884
Nivel II;No Adscrito;Administración local;Municipalidad de El Carmen;Jefe/a Departamento de Administración de Educación Municipal de El Carmen;2014;jun;2459;II 1031
Nivel II;No Adscrito;Administración local;Municipalidad de Chépica;Jefe/a Departamento de Administración de Educación Municipal de Chépica;2014;jun;2457;II 1030
Nivel II;No Adscrito;Administración local;Municipalidad de Curepto;Jefe/a de Departamento de Administración de Educación Municipal de Curepto;2023;mar;ADP-12112;II 883
Nivel II;No Adscrito;Administración local;Municipalidad de Hualañé;Jefe/a de Departamento de Administración de Educación Municipal de Hualañé;2023;abr;ADP-15894;II 1053
Nivel II;No Adscrito;Administración local;Municipalidad de Tomé;Jefe/a Departamento de Administración de Educación Municipal de Tomé;2020;ene;ADP-3890;II 943
Nivel II;No Adscrito;Administración local;Municipalidad de San Carlos;Jefe/a Departamento de Administración de Educación Municipal de San Carlos;2016;may;3403;II 892
Nivel II;No Adscrito;Administración local;Municipalidad de Hijuelas;Jefe/a Departamento de Administración de Educación Municipal;2016;dic;ADP-3558;II 871
Nivel II;No Adscrito;Administración local;Municipalidad de Osorno;Jefe/a Departamento de Administración de Educación Municipal de Osorno;2016;jun;3313;II 972
Nivel II;No Adscrito;Administración local;Municipalidad de Fresia;Jefe/a Departamento de Administración de Educación Municipal de Fresia;2016;ene;3340;II 1049
Nivel II;No Adscrito;Administración local;Municipalidad de Huechuraba;Jefe/a de Administracción de Educación Municipal;2016;ene;3289;II 838
Nivel II;No Adscrito;Administración local;Municipalidad de Hijuelas;Jefe/a Departamento de Administración de Educación Municipal;2016;ene;2443;II 871
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Subdirector/a de Control de Gasto y Financiamiento Electoral;2017;may;ADP-3468;II 769
Nivel II;No Adscrito;Administración local;Municipalidad de Arauco;Jefe/a Departamento de Administración de Educación Municipal;2017;sep;ADP-3733;II 861
Nivel II;No Adscrito;Administración local;Municipalidad de Quintero;Jefe/a Departamento de Administración de Educación Municipal de Quintero;2017;oct;ADP-3483;II 986
Nivel II;No Adscrito;Administración local;Municipalidad de Calbuco;Jefe/a Departamento de Administración de Educación Municipal de Calbuco;2017;dic;ADP-3871;II 946
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Director/a Regional Serviu Araucanía;2011;oct;1686;I 83
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Servicio de Salud;2011;feb;1488;I 56
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Servicio de Salud;2011;dic;1666;I 51
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Servicio de Salud;2011;jul;1569;I 56
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Director/a;2011;may;1553;I 84
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Servicio de Salud;2011;may;1551;I 51
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Servicio de Salud;2014;nov;2422;I 54
Nivel I;Adscrito;Ministerio de Salud;Instituto de Salud Pública;Director/a;2014;nov;2387;I 48
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Director/a Ejecutivo/a;2014;jun;2405;I 19
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Nacional;2014;abr;2399;I 27
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Servicio de Salud;2009;mar;737;I 50
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;Superintendente/a;2009;mar;768;I 29
Nivel I;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Vicepresidente/a Ejecutivo/a;2009;mar;751;I 97
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Director/a Servicio de Salud;2009;nov;964;I 68
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Director Servicio de Salud;2009;nov;983;I 49
Nivel I;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Nacional;2009;jun;834;I 10
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Hidráulicas;Director/a Nacional;2013;abr;2183;I 37
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Antofagasta;Director/a Regional Serviu Antofagasta;2013;abr;2088;I 80
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Servicio de Salud;2013;may;2162;I 53
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Servicio de Salud;2013;jul;2277;I 66
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Magallanes y de la Antártica Chilena;Director Regional Serviu Magallanes;2010;dic;1312;I 91
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Servicio de Salud;2010;jul;1170;I 70
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Servicio de Salud;2010;jul;1218;I 56
Nivel I;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Director/a;2010;may;1132;I 7
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Servicio de Salud;2010;sep;1156;I 75
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Director/a Servicio de Salud;2010;may;1082;I 68
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;Director/a Regional Serviu OHiggins;2010;may;1120;I 86
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Maule;Director/a Regional Serviu Maule;2010;may;1121;I 87
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Servicio de Salud;2010;abr;1033;I 52
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;Director/a Regional Serviu Los Lagos;2010;jun;1163;I 89
Nivel I;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Vicepresidente/a Ejecutivo/a;2010;jun;1165;I 24
Nivel I;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Nacional;2010;ago;1254;I 103
Nivel I;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Superintendente/a;2012;ago;1948;I 108
Nivel I;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Director/a;2012;mar;1850;I 1
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Nacional;2012;jun;1905;I 16
Nivel I;Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a Jurídico/a;2012;dic;2110;N 3
Nivel I;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Secretario/a General;2008;abr;562;I 25
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Director/a;2008;abr;580;I 84
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Servicio de Salud;2008;may;614;I 64
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Servicio de Salud;2008;ago;662;I 101
Nivel I;Adscrito;Ministerio de Transportes y Telecomunicaciones;Junta de Aeronáutica Civil;Secretario/a General;2008;jun;566;I 98
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Director/a Ejecutivo/a;2007;ene;53;I 19
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Valparaíso;Director/a Regional Serviu Valparaíso;2007;jun;60;I 85
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;Director/a;2007;oct;67;I 4
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Nacional;2006;jul;45;I 28
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Servicio de Salud;2006;may;25;I 64
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Servicio de Salud;2006;dic;52;I 50
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Servicio de Salud;2006;dic;51;I 64
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;2006;oct;48;I 79
Nivel I;No Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Ministro/a Titular Abogado/a;2013;mar;2225;I 128
Nivel I;No Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Ministro/a Suplente Abogado/a;2013;mar;2227;I 130
Nivel I;No Adscrito;Otros Organismos;Servicio Electoral;Director/a Servicio Electoral - SERVEL;2013;abr;2221;I 105
Nivel I;No Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Secretario/a Abogado/a Aduanero/a Región Tarapacá;2013;jul;2251;N 11
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Suplente Abogado/a;2013;nov;2392;I 121
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Titular Abogado/a;2012;ago;1991;I 118
Nivel I;No Adscrito;Otros Organismos;Primer Tribunal Ambiental;Ministro/a Suplente Abogado/a;2012;ago;1994;I 121
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Coquimbo;2015;abr;1063;II 250
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Los Lagos;2015;abr;1070;II 256
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Estudios y Desarrollo (Informática);2015;abr;2420;II 226
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Arica y Parinacota;2015;mar;1060;II 671
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani;2015;jun;2380;II 364
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;2015;jun;2333;II 583
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Coquimbo;2015;may;2357;II 236
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Director/a Regional de Aduana Arica, Región de Arica y Parinacota;2011;abr;1496;II 654
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bdo. OHiggins;2011;abr;1449;II 214
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Tarapacá;2011;abr;1509;II 116
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Arica y Parinacota;2011;abr;1095;II 792
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Tarapacá;2011;abr;1096;II 793
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Subdirector/a Administrativo/a Servicio de Salud;2011;abr;1375;II 368
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Recursos Naturales Renovables;2011;abr;1422;II 619
Nivel II;Adscrito;Ministerio de Minería;Servicio Nacional de Geología y Minería;Subdirector/a Nacional de Minería;2011;abr;1534;II 640
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Metropolitano;2011;jul;1585;II 832
