id Cargo;RBD;Adscrito;Nivel;MINISTERIO;SERVICIO;Entidad;Cargo;Region
N 22;;N;I;Otros Organismos;Tribunal Tributario Aduanero Región O'Higgins;;Secretario/a Abogado/a Region OHiggins;OHiggins
N 23;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Maule;;Juez/a Tributario y Aduanero Tribunal Tributario y Aduanero Región del Maule;Maule
N 24;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Maule;;Secretario/a Abogado Tribunal Tributario y Aduanero Región del Maule;Maule
N 25;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero de la Región de Ñuble y la Región de Bío-Bío;;Juez/a Tributario/a y Aduanero/a Región Bío-Bío;Bío Bío
N 26;;N;I;Otros Organismos;Tribunal Tributario Aduanero de la Región de Ñuble y la Región de Bío-Bío;;Secretario/a Abogado/a;Bío Bío
N 27;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Araucanía;;Juez/a Tributario y Aduanero Tribunal Tributario y Aduanero Región de la Araucanía;Araucanía
N 28;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Araucanía;;Secretario/a Abogado Tribunal Tributario y Aduanero Región de la Araucanía;Araucanía
N 29;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Los Ríos;;Juez/a Tributario/a y Aduanero/a Región Los Ríos;Los Ríos
N 30;;N;I;Otros Organismos;Tribunal Tributario Aduanero Región Los Ríos;;Secretario/a Abogado/a Región Los Ríos;Los Ríos
N 31;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Los Lagos;;Juez/a Tributario/a y Aduanero/a Región Los Lagos;Los Lagos
N 32;;N;I;Otros Organismos;Tribunal Tributario Aduanero Región Los Lagos;;Secretario/a Abogado/a Región Los Lagos;Los Lagos
N 33;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Aysén;;Juez/a Tributario/a y Aduanero/a Región Aysén;Aysén
N 34;;N;I;Otros Organismos;Tribunal Tributario Aduanero Región Aysén;;Secretario/a Abogado/a Región Aysén;Aysén
N 35;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Magallanes;;Juez/a Tributario y Aduanero Tribunal Tributario y Aduanero Región de Magallanes y de la Antártica Chilena;Magallanes
N 36;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Magallanes;;Secretario/a Abogado Tribunal Tributario y Aduanero Región de Magallanes y de la Antártica Chilena;Magallanes
N 37;;N;I;Tribunales Aduaneros y Tributarios;Primer Tribunal Tributario Aduanero Región Metropolitana;;Juez/a Tributario/a y Aduanero/a Primer Tribunal Metropolitano;Metropolitana
N 38;;N;I;Tribunales Aduaneros y Tributarios;Primer Tribunal Tributario Aduanero Región Metropolitana;;Secretario/a Abogado/a Tributario/a Primer Tribunal Metropolitano;Metropolitana
N 40;;N;I;Tribunales Aduaneros y Tributarios;Segundo Tribunal Tributario Aduanero Región Metropolitana;;Juez/a Tributario/a y Aduanero/a Segundo Tribunal Metropolitano;Metropolitana
N 41;;N;I;Tribunales Aduaneros y Tributarios;Segundo Tribunal Tributario Aduanero Región Metropolitana;;Secretario/a Abogado/a Segundo Tribunal Metropolitano;Metropolitana
N 42;;N;I;Tribunales Aduaneros y Tributarios;Tercer Tribunal Tributario Aduanero Región Metropolitana;;Juez/a Tributario/a y Aduanero/a Tercer Tribunal Metropolitano;Metropolitana
N 43;;N;I;Tribunales Aduaneros y Tributarios;Tercer Tribunal Tributario Aduanero Región Metropolitana;;Secretario/a Abogado/a Tercer Tribunal Metropolitano;Metropolitana
N 46;;N;I;Tribunales Aduaneros y Tributarios;Cuarto Tribunal Tributario Aduanero Región Metropolitana;;Secretario/a Abogado/a Cuarto Tribunal Metropolitano;Metropolitana
N 47;;N;I;Transportes y Telecomunicaciones;Transportes y Telecomunicaciones;;Integrante Panel de Expertos;Metropolitana
N 48;;N;I;Transportes y Telecomunicaciones;Transportes y Telecomunicaciones;;Integrante Panel de Expertos;Metropolitana
N 49;;N;I;Transportes y Telecomunicaciones;Transportes y Telecomunicaciones;;Suplente Panel de Expertos;Metropolitana
N 56;;N;I;Minería;Corporación Nacional del Cobre;;Director/a;Metropolitana
N 57;;N;I;Minería;Corporación Nacional del Cobre;;Director/a;Metropolitana
N 58;;N;I;Minería;Corporación Nacional del Cobre;;Director/a;Metropolitana
N 59;;N;I;Minería;Corporación Nacional del Cobre;;Director/a;Metropolitana
N 6;;N;I;Hacienda;Subsecretaría de Hacienda;;Jefe/a de la Unidad Administradora de los Tribunales Tributario/as y Aduanero/as;Metropolitana
N 7;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Arica y Parinacota;;Juez/a Tributario/a y Aduanero/a Región Arica y Parinacota;Arica y Parinacota
N 8;;N;I;Otros Organismos;Tribunal Tributario Aduanero Región Arica y Parinacota;;Secretario/a Abogado/a Región Arica y Parinacota;Arica y Parinacota
N 84;;N;I;Otros Organismos;Instituto Nacional de Derechos Humanos;;Jefe/a Unidad Estudios;Metropolitana
N 85;;N;I;Otros Organismos;Instituto Nacional de Derechos Humanos;;Jefe/a Unidad Educación y Promoción;Metropolitana
N 86;;N;I;Otros Organismos;Instituto Nacional de Derechos Humanos;;Jefe/a Unidad Jurídica y Judicial;Metropolitana
N 87;;N;I;Otros Organismos;Instituto Nacional de Derechos Humanos;;Jefe/a Unidad Administración y Finanzas;Metropolitana
N 9;;N;I;Tribunales Aduaneros y Tributarios;Tribunal Tributario Aduanero Región Tarapacá;;Juez/a Tributario/a y Aduanero/a Región Tarapacá;Tarapacá
N 94;;N;I;Otros Organismos;Instituto Nacional de Derechos Humanos;;Jefe/a de la Unidad de Colaboración y Atención a la Ciudadania;Metropolitana
I 107;;S;I;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Ejecutivo/a;Metropolitana
I 108;;S;I;Medio Ambiente;Superintendencia del Medio Ambiente;;Superintendente/a;Metropolitana
I 109;;S;I;Hacienda;Servicio de Impuestos Internos;;Director/a Nacional;Metropolitana
I 20;;S;I;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Nacional;Metropolitana
II 791;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Subdirector/a Nacional;Metropolitana
II 792;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Arica y Parinacota;Arica y Parinacota
II 793;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Tarapacá;Tarapacá
II 794;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Antofagasta;Antofagasta
II 795;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Atacama;Atacama
II 796;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Coquimbo;Coquimbo
II 797;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Valparaíso;Valparaíso
II 798;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Metropolitano;Metropolitana
II 799;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional OHiggins;OHiggins
II 800;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Maule;Maule
II 801;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional BíoBío;Bío Bío
II 802;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional La Araucanía;Araucanía
II 803;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Los Ríos;Los Ríos
II 804;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Los Lagos;Los Lagos
II 805;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Aysén;Aysén
II 806;;S;II;Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;;Director/a Regional Magallanes y la Antártica Chilena;Magallanes
II 808;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Jefe/a División Evaluación Ambiental y Participación Ciudadana;Metropolitana
II 809;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Jefe/a División Administración y Finanzas;Metropolitana
II 810;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Jefe/a División Tecnologías y Gestión de Información;Metropolitana
II 811;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Jefe/a División Jurídica;Metropolitana
II 812;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Arica y Parinacota;Arica y Parinacota
II 813;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Tarapacá;Tarapacá
II 814;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Antofagasta;Antofagasta
II 815;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Atacama;Atacama
II 816;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Coquimbo;Coquimbo
II 817;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Valparaíso;Valparaíso
II 818;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Metropolitano;Metropolitana
II 819;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional OHiggins;OHiggins
II 820;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Maule;Maule
II 821;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional BíoBío;Bío Bío
II 822;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional La Araucanía;Araucanía
II 823;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Los Ríos;Los Ríos
II 824;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Los Lagos;Los Lagos
II 825;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Aysén;Aysén
II 826;;S;II;Medio Ambiente;Servicio de Evaluación Ambiental;;Director/a Regional Magallanes y la Antártica Chilena;Magallanes
II 827;;S;II;Medio Ambiente;Superintendencia del Medio Ambiente;;Fiscal;Metropolitana
II 828;;S;II;Medio Ambiente;Superintendencia del Medio Ambiente;;Jefe/a División de Fiscalización;Metropolitana
II 829;;S;II;Medio Ambiente;Superintendencia del Medio Ambiente;;Jefe/a de División Seguimiento e Información Ambiental;Metropolitana
II 830;;S;II;Justicia y Derechos Humanos;Gendarmería de Chile;;Subdirector/a de Reinserción Laboral;Metropolitana
II 831;;S;II;Justicia y Derechos Humanos;Gendarmería de Chile;;Subdirector/a Administración y Finanzas;Metropolitana
N 50;;N;I;Educación;Consejo Nacional de Educación;;Consejero/a, Profesional Educación Ámbito Municipal;Metropolitana
N 51;;N;I;Educación;Consejo Nacional de Educación;;Consejero/a, Profesional Educación Ámbito Particular;Metropolitana
N 52;;N;I;Educación;Consejo Nacional de Educación;;Consejero/a, Académicos o Profesionales de reconocido prestigio;Metropolitana
N 53;;N;I;Educación;Consejo Nacional de Educación;;Consejero/a, Académicos o Profesionales de reconocido prestigio (Educación parvularia, básica o media);Metropolitana
N 54;;N;I;Educación;Consejo Nacional de Educación;;Consejero/a, Académicos o Profesionales de reconocido prestigio;Metropolitana
N 55;;N;I;Educación;Consejo Nacional de Educación;;Consejero/a, Académicos o Profesionales de reconocido prestigio (Educación parvularia, básica o media);Metropolitana
N 77;;N;I;Obras Públicas;Subsecretaria de Obras Públicas;;Integrante Panel Técnico de Concesiones;Metropolitana
N 78;;N;I;Obras Públicas;Subsecretaria de Obras Públicas;;Integrante Panel Técnico de Concesiones;Metropolitana
N 79;;N;I;Obras Públicas;Subsecretaria de Obras Públicas;;Integrante Panel Técnico de Concesiones;Metropolitana
N 80;;N;I;Obras Públicas;Subsecretaria de Obras Públicas;;Integrante Panel Técnico de Concesiones;Metropolitana
N 81;;N;I;Obras Públicas;Subsecretaria de Obras Públicas;;Integrante Panel Técnico de Concesiones;Metropolitana
N 82;;N;I;Congreso de la República;Congreso de la República;;Abogado/a del Comité de Auditoría Parlamentaria;Valparaíso
N 83;;N;I;Congreso de la República;Congreso de la República;;Contador/a Auditor del Comité de Auditoría Parlamentari;Valparaíso
N 88;;N;I;Congreso de la República;Congreso de la República;;Profesional Especialista en Auditoria del Comité de Auditoría Parlamentaria;Valparaíso
I 110;;S;I;Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;;Director/a Nacional;Metropolitana
I 111;;S;I;Educación;Agencia de Calidad de la Educación;;Secretario/a Ejecutivo/a;Metropolitana
I 112;;S;I;Educación;Superintendencia de Educación;;Superintendente/a;Metropolitana
II 1000;;DAEM;I;Administración Local;Municipalidad de Lo Barnechea;;Jefe/a Departamento de Administración de Educación Municipal;Metropolitana
II 1001;;DAEM;I;Administración Local;Municipalidad de Graneros;;Jefe/a Departamento de Administración de Educación Municipal;OHiggins
II 1002;;DAEM;I;Administración Local;Municipalidad de Requinoa;;Jefe/a Departamento de Administración de Educación Municipal;OHiggins
II 1003;;DAEM;I;Administración Local;Municipalidad de Talca;;Jefe/a Departamento de Administración de Educación Municipal;Maule
II 1026;;DAEM;II;Administración Local;Municipalidad de Palmilla;;Jefe/a Departamento de Administración de Educación Municipal;OHiggins
II 1028;;DAEM;I;Administración Local;Municipalidad de La Cisterna;;Jefe/a Departamento de Administración de Educación Municipal;Metropolitana
II 1029;;DAEM;I;Administración Local;Municipalidad de Cartagena;;Jefe/a Departamento de Administración de Educación Municipal;Valparaíso
II 1030;;DAEM;I;Administración Local;Municipalidad de Chépica;;Jefe/a Departamento de Administración de Educación Municipal;OHiggins
II 1031;;DAEM;I;Administración Local;Municipalidad de El Carmen;;Jefe/a Departamento de Administración de Educación Municipal;Ñuble
II 1035;;DAEM;I;Administración Local;Municipalidad de Bulnes;;Jefe/a Departamento de Administración de Educación Municipal;Ñuble
II 1036;;DAEM;I;Administración Local;Municipalidad de Cabildo;;Jefe/a Departamento de Administración de Educación Municipal;Valparaíso
II 1040;;DAEM;I;Administración Local;Municipalidad de Chillán;;Jefe/a Departamento de Administración de Educación Municipal;Ñuble
II 1041;;DAEM;II;Administración Local;Municipalidad de Chillan Viejo;;Jefe/a Departamento de Administración de Educación Municipal;Ñuble
II 1042;;DAEM;I;Administración Local;Municipalidad de Coelemu;;Jefe/a Departamento de Administración de Educación Municipal;Ñuble
II 1044;;DAEM;I;Administración Local;Municipalidad de Colbún;;Jefe/a Departamento de Administración de Educación Municipal;Maule
II 1045;;DAEM;I;Administración Local;Municipalidad de Collipulli;;Jefe/a Departamento de Administración de Educación Municipal;Araucanía
II 1046;;DAEM;I;Administración Local;Municipalidad de Curacautín;;Jefe/a Departamento de Administración de Educación Municipal;Araucanía
II 1047;;DAEM;I;Administración Local;Municipalidad de El Bosque;;Jefe/a Departamento de Administración de Educación Municipal;Metropolitana
II 1051;;DAEM;I;Administración Local;Municipalidad de Galvarino;;Jefe/a Departamento de Administración de Educación Municipal;Araucanía
II 1052;;DAEM;I;Administración Local;Municipalidad de Hualaihué;;Jefe/a Departamento de Administración de Educación Municipal;Los Lagos
II 1053;;DAEM;I;Administración Local;Municipalidad de Hualañé;;Jefe/a Departamento de Administración de Educación Municipal;Maule
II 1054;;DAEM;I;Administración Local;Municipalidad de Hualpén;;Jefe/a Departamento de Administración de Educación Municipal;Bío Bío
II 1056;;DAEM;I;Administración Local;Municipalidad de La Ligua;;Jefe/a Departamento de Administración de Educación Municipal;Valparaíso
II 1057;;DAEM;I;Administración Local;Municipalidad de Lanco;;Jefe/a Departamento de Administración de Educación Municipal;Los Ríos
II 1058;;DAEM;I;Administración Local;Municipalidad de Lebu;;Jefe/a Departamento de Administración de Educación Municipal;Bío Bío
II 1059;;DAEM;I;Administración Local;Municipalidad de Llay Llay;;Jefe/a Departamento de Administración de Educación Municipal;Valparaíso
II 1060;;DAEM;I;Administración Local;Municipalidad de Lo Espejo;;Jefe/a Departamento de Administración de Educación Municipal;Metropolitana
II 1061;;DAEM;I;Administración Local;Municipalidad de Lonquimay;;Jefe/a Departamento de Administración de Educación Municipal;Araucanía
II 1062;;DAEM;I;Administración Local;Municipalidad de Los Andes;;Jefe/a Departamento de Administración de Educación Municipal;Valparaíso
II 1063;;DAEM;I;Administración Local;Municipalidad de Los Lagos;;Jefe/a Departamento de Administración de Educación Municipal;Los Ríos
II 1065;;DAEM;I;Administración Local;Municipalidad de Lota;;Jefe/a Departamento de Administración de Educación Municipal;Bío Bío
II 1066;;DAEM;I;Administración Local;Municipalidad de Mariquina;;Jefe/a Departamento de Administración de Educación Municipal;Los Ríos
II 1067;;DAEM;I;Administración Local;Municipalidad de Maule;;Jefe/a Departamento de Administración de Educación Municipal;Maule
II 1068;;DAEM;I;Administración Local;Municipalidad de Molina;;Jefe/a Departamento de Administración de Educación Municipal;Maule
