Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Mes envío nómina;Año Envío Nómina;Fecha Envío Nómina
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Aysén;ago;2013;08-08-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a de Hospital San Martín de Quillota;feb;2013;01-02-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional de Antofagasta;may;2013;22-05-2013
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Evaluación de Logros de Aprendizaje;jul;2013;30-07-2013
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a de División Evaluación y Orientación de Desempeño;jul;2013;30-07-2013
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Información a la Comunidad;jul;2013;22-07-2013
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Administración General;jun;2013;28-06-2013
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Operaciones;jun;2013;13-06-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Subdirector/a Administrativo/a Hospital de Talca;jul;2013;02-07-2013
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Fiscal;jun;2013;06-06-2013
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Araucanía;may;2013;30-05-2013
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Tarapacá;jun;2013;20-06-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Atención Primaria;may;2013;31-05-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Hospital Regional Libertador Bernardo OHiggins;jul;2013;01-07-2013
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Aysén;jul;2013;02-07-2013
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Función Jurídica;jul;2013;15-07-2013
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Recursos Humanos;ago;2013;14-08-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Programática;jun;2013;21-06-2013
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Aysén;jun;2013;19-06-2013
Nivel II;Adscrito;Ministerio de Obras Públicas;Fiscalía del Ministerio de Obras Públicas;Jefe/a División Expropiaciones;ago;2013;14-08-2013
Nivel II;Adscrito;Ministerio de Obras Públicas;Fiscalía del Ministerio de Obras Públicas;Jefe/a División Legal;ago;2013;14-08-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Servicio de Salud;jun;2013;04-06-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Aysén;jul;2013;12-07-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a de Hospital San José del Carmen de Copiapó;jul;2013;15-07-2013
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Jurídica;jun;2013;21-06-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;jun;2013;03-06-2013
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Fiscal;jul;2013;22-07-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Instituto Nacional del cáncer;jul;2013;10-07-2013
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a de Departamento de Programas;jun;2013;11-06-2013
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Función Departamento Secretaría General;jul;2013;04-07-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Subdirector/a Administrativo/a Servicio de Salud;jun;2013;28-06-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Subdirector/a Administrativo/a Servicio de Salud;ago;2013;28-08-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Administrativa;jun;2013;21-06-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Jefe/a División Jurídica;jun;2013;21-06-2013
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Director/a Centro de Salud o Rehabilitación;jun;2013;11-06-2013
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Departamento Recursos Financieros;ago;2013;22-08-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Araucanía;jun;2013;13-06-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Jefe/a División Función Territorial;jun;2013;06-06-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Maule;jun;2013;13-06-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;Director/a Regional Atacama;jun;2013;14-06-2013
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función Gestión Estratégica;jun;2013;04-06-2013
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Gestión y Desarrollo de Personas;oct;2013;16-10-2013
Nivel II;Adscrito;Ministerio de Salud;Instituto de Salud Pública;Jefe/a Departamento de Administración y Finanzas;jul;2013;02-07-2013
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Bío - Bío;jul;2013;22-07-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital de Santa Cruz;jul;2013;03-07-2013
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Antofagasta;jul;2013;10-07-2013
Nivel II;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Fiscal;oct;2013;22-10-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Contador/a General;jul;2013;12-07-2013
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Fondo de Solidaridad e Inversión Social;Jefe/a Departamento Gestión de Programas;ago;2013;06-08-2013
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Función Atención Presencial;oct;2013;01-10-2013
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Desarrollo y Control;ago;2013;14-08-2013
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Maule;jul;2013;22-07-2013
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Jurídica;jun;2013;03-06-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Administrativo/a Hospital;jul;2013;12-07-2013
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Tecnología y Sistemas;jun;2013;21-06-2013
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Valparaíso;sep;2013;03-09-2013
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Tarapacá;sep;2013;03-09-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Director/a Hospital de San Carlos;jul;2013;17-07-2013
Nivel II;Adscrito;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Jefe/a División Función Investigación y Aplicaciones;jun;2013;21-06-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Coquimbo;jul;2013;04-07-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Subdirector/a Nacional de Acuicultura;jul;2013;12-07-2013
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Estudios y Desarrollo;jun;2013;14-06-2013
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Antofagasta;sep;2013;05-09-2013
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Los Lagos;ago;2013;14-08-2013
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Antofagasta;ago;2013;14-08-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Melipilla;jul;2013;25-07-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Administrativo/a Servicio de Salud;jul;2013;04-07-2013
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Gerente/a General;jul;2013;15-07-2013
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Metropolitano/a;ago;2013;13-08-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a Hospital Dr. Juan Hepp Dubiau de Purranque;jun;2013;18-06-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Talca;jun;2013;05-06-2013
Nivel II;Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a División Función Gestión e Innovación;sep;2013;09-09-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Subdirector/a Administrativo/a Hospital Base de Osorno;jul;2013;25-07-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Administrativo/a Servicio de Salud;jun;2013;13-06-2013
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Jurídica;jul;2013;30-07-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a de Hospital San Martín de Quillota;jun;2013;21-06-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Hospital Provincial del Huasco;ago;2013;13-08-2013
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Araucanía;ago;2013;08-08-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital Roberto del Río;ago;2013;27-08-2013
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Libertador Bernardo OHiggins;jul;2013;25-07-2013
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Antofagasta;jul;2013;23-07-2013
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Araucanía;jul;2013;30-07-2013
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Araucanía;jul;2013;22-07-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Administrativo/a Servicio de Salud;ago;2013;21-08-2013
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Informática y Computación;ago;2013;14-08-2013
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Libertador Bernardo O'Higgins;ago;2013;08-08-2013
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Jefe/a de División Jurídica;sep;2013;03-09-2013
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección de Arquitectura;Jefe/a de División de Edificación Pública;oct;2013;11-10-2013
Nivel II;Adscrito;Ministerio de Minería;Servicio Nacional de Geología y Minería;Subdirector/a Nacional de Minería;oct;2013;25-10-2013
Nivel II;Adscrito;Otros Organismos;Servicio Electoral;Jefe/a División Función: Registros y Padrón Electoral;oct;2013;11-10-2013
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Fiscal;jul;2013;30-07-2013
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a Departamento de Gestión de Recursos;dic;2013;03-12-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Subdirector/a de Marketing;oct;2013;25-10-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Antofagasta;oct;2013;29-10-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Regional Atacama;oct;2013;24-10-2013
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de la Araucanía;ago;2013;16-08-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Hospital Dr. Félix Bulnes Cerda;ago;2013;27-08-2013
Nivel II;Adscrito;Ministerio de Minería;Comisión Chilena del Cobre;Director/a Función Minería;ago;2013;08-08-2013
Nivel II;Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a División de Control de Gestión y Desarrollo;oct;2013;01-10-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Función: Litigios;oct;2013;01-10-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Administrativa;dic;2013;12-12-2013
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Quellón;sep;2013;05-09-2013
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Metropolitano/a;oct;2013;11-10-2013
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Atacama;oct;2013;11-10-2013
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a de División Operaciones y Atención Ciudadana;oct;2013;01-10-2013
Nivel II;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Jefe/a División Función: Fomento;oct;2013;24-10-2013
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Finanzas, Administración y Servicios Internos;dic;2013;27-12-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Subdirector/a Médico/a Hospital;sep;2013;13-09-2013
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Arica y Parinacota;oct;2013;22-10-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional de Valparaíso;nov;2013;15-11-2013
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Director/a Hospital;nov;2013;07-11-2013
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Regional Magallanes y la Antártica Chilena;nov;2013;29-11-2013
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Aguas;Jefe/a División Legal;oct;2013;25-10-2013
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Metropolitano;nov;2013;11-11-2013
