;CD_Concurso;id_cargo;Nivel;Region;Estado;SubEstado;Ministerio;Servicio;Fecha_Convocatoria;Fecha_Nomina;Fecha_Desierto;Year_Convocatoria;Year_Nomina;Year_Desierto;Desierto;Nomina;Nombrado;DesignacionDirecta;Duracion_Concurso;Fecha_Cierre_Concurso;Year_Cierre_Concurso;Cerrado;Fecha_Nombramiento;Year_Nombramiento;Periodo;Fecha_Renovacion;Costo_Concurso;FechaActualizacion
1346;2256;II 303;II;Región del Libertador General Bernardo OHiggins;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;2014-10-26;2015-03-25;;2014.0;2015.0;;0;1;1;0;122.0;2015-03-25;2015.0;1;2015-04-06;2015.0;1;2018-04-05;3159738.0;2023-12-05 16:34:45.183
1347;2257;II 964;II;Región del Libertador General Bernardo OHiggins;Nombrado;Nombrado;Administración Central;Municipalidad de Olivar;2013-05-26;2013-08-05;;2013.0;2013.0;;0;1;1;0;64.0;2013-08-05;2013.0;1;2013-08-16;2013.0;1;;;2023-12-05 16:34:45.183
1348;2258;N 41;I;Región de Metropolitana de Santiago;Nombrado;Nombrado;Administración Central;Segundo Tribunal Tributario Aduanero Región Metropolitana;2013-07-28;2013-10-18;;2013.0;2013.0;;0;1;1;0;75.0;2013-10-18;2013.0;1;2014-03-07;2014.0;1;;;2023-12-05 16:34:45.183
1349;2259;II 647;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Minería;Comisión Chilena del Cobre;2013-05-12;2013-07-30;;2013.0;2013.0;;0;1;1;0;72.0;2013-07-30;2013.0;1;2013-09-10;2013.0;1;2016-09-09;;2023-12-05 16:34:45.183
1350;226;II 635;II;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2006-08-13;2006-11-20;;2006.0;2006.0;;0;1;1;0;99.0;2006-11-20;2006.0;1;2007-01-04;2007.0;2;2013-01-02;;2023-12-05 16:34:45.183
1351;2260;II 205;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;2013-09-08;2013-12-03;;2013.0;2013.0;;0;1;1;0;86.0;2013-12-03;2013.0;1;2014-01-27;2014.0;1;2017-01-26;;2023-12-05 16:34:45.183
1352;2261;II 129;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2013-08-18;2013-10-25;;2013.0;2013.0;;0;1;1;0;61.0;2013-10-25;2013.0;1;2013-11-25;2013.0;1;2016-11-24;;2023-12-05 16:34:45.183
1353;2262;II 132;II;Región de Antofagasta;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2013-08-11;2013-10-29;;2013.0;2013.0;;0;1;1;0;72.0;2013-10-29;2013.0;1;2013-11-21;2013.0;1;2016-11-20;;2023-12-05 16:34:45.183
1354;2263;II 142;II;Región de  Atacama;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;2013-08-11;2013-10-24;;2013.0;2013.0;;0;1;1;0;67.0;2013-10-24;2013.0;1;2013-11-21;2013.0;2;2019-11-20;;2023-12-05 16:34:45.183
1355;2264;II 418;II;Región de  Valparaíso;Desierto;Desierto en evaluación de candidatos (P2-P3);Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;2013-06-16;;;2013.0;;;1;0;0;0;;2013-09-10;2013.0;1;;;0;;;2023-12-05 16:34:45.183
1356;2265;II 197;II;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Jardines Infantiles;2013-06-02;2013-08-16;;2013.0;2013.0;;0;1;1;0;68.0;2013-08-16;2013.0;1;2013-08-29;2013.0;1;2016-08-28;;2023-12-05 16:34:45.183
1357;2266;II 965;II;Región de  Coquimbo;Nombrado;DESVINCULADO;Administración Central;Municipalidad de Monte Patria;2013-06-23;2013-09-03;;2013.0;2013.0;;0;1;1;0;65.0;2013-09-03;2013.0;1;2013-09-06;2013.0;1;;;2023-12-05 16:34:45.183
1358;2267;II 452;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;2013-06-16;2013-08-27;2013-11-07;2013.0;2013.0;2013.0;1;1;0;0;65.0;2013-08-27;2013.0;1;;;0;;;2023-12-05 16:34:45.183
1359;2268;II 966;II;Región de Metropolitana de Santiago;Desierto;Desierto por Autoridad;Ministerio de Minería;Comisión Chilena del Cobre;2013-05-19;2013-08-08;2013-09-26;2013.0;2013.0;2013.0;1;1;0;0;74.0;2013-08-08;2013.0;1;;;0;;;2023-12-05 16:34:45.183
1360;227;II 636;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2006-08-13;2006-11-20;;2006.0;2006.0;;0;1;1;0;99.0;2006-11-20;2006.0;1;2007-01-04;2007.0;2;2013-01-02;;2023-12-05 16:34:45.183
1361;2270;II 947;II;Región del Libertador General Bernardo OHiggins;Nombrado;DESVINCULADO;Administración Central;Municipalidad de Chimbarongo;2013-05-03;2013-07-04;;2013.0;2013.0;;0;1;1;0;62.0;2013-07-04;2013.0;1;2013-07-18;2013.0;1;;;2023-12-05 16:34:45.183
1362;2271;II 967;II;Región de  Valparaíso;Nombrado;DESVINCULADO;Administración Central;Municipalidad de Puchuncaví;2013-06-16;2013-08-28;;2013.0;2013.0;;0;1;1;0;66.0;2013-08-28;2013.0;1;2013-09-24;2013.0;1;;;2023-12-05 16:34:45.183
1363;2272;II 869;II;Región de Los Lagos;Nombrado;Desvinculado;Administración Central;Municipalidad de Rio Negro;2013-08-18;2013-11-07;;2013.0;2013.0;;0;1;1;0;74.0;2013-11-07;2013.0;1;2013-12-12;2013.0;1;;;2023-12-05 16:34:45.183
1364;2273;II 968;II;Región del Libertador General Bernardo OHiggins;Nombrado;Desvinculado;Administración Central;Municipalidad de San Francisco de Mostazal;2013-10-06;2013-12-12;;2013.0;2013.0;;0;1;1;0;60.0;2013-12-12;2013.0;1;2013-12-16;2013.0;1;;;2023-12-05 16:34:45.183
1365;2274;I 77;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Superintendencia de Salud;2014-11-16;2015-03-27;;2014.0;2015.0;;0;1;1;0;96.0;2015-03-27;2015.0;1;2015-06-02;2015.0;1;2018-06-01;18033230.0;2023-12-05 16:34:45.183
1366;2275;II 969;II;Región de la Araucanía;Nombrado;Nombrado;Administración Central;Municipalidad de Nueva Imperial;2013-09-08;2013-12-02;;2013.0;2013.0;;0;1;1;0;78.0;2013-12-02;2013.0;1;2013-12-18;2013.0;1;;;2023-12-05 16:34:45.183
1367;2276;I 14;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2013-08-18;2013-11-07;;2013.0;2013.0;;0;1;1;0;74.0;2013-11-07;2013.0;1;2013-11-18;2013.0;1;2016-11-17;;2023-12-05 16:34:45.183
1368;2277;I 66;I;Región del Biobío;Desierto;Desierto por Autoridad;Ministerio de Salud;Servicio de Salud Concepción;2013-07-14;2013-10-02;2014-01-30;2013.0;2013.0;2014.0;1;1;0;0;73.0;2013-10-02;2013.0;1;;;0;;;2023-12-05 16:34:45.183
1369;2279;II 314;II;Región de Metropolitana de Santiago;Nombrado;Nombrado;Ministerio de Hacienda;Subsecretaria de Hacienda;2013-07-21;2013-10-01;;2013.0;2013.0;;0;1;1;0;65.0;2013-10-01;2013.0;1;2013-11-20;2013.0;1;2016-11-19;;2023-12-05 16:34:45.183
1370;228;II 637;II;Región de Aysén del General Carlos Ibañez del Campo;Desierto;Desierto por Comité;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2006-08-13;;;2006.0;;;1;0;0;0;;2006-11-21;2006.0;1;;;0;;;2023-12-05 16:34:45.183
1371;2280;II 971;II;Región de la Araucanía;Nombrado;DESVINCULADO;Administración Central;Municipalidad de Victoria;2013-08-04;2013-10-21;;2013.0;2013.0;;0;1;1;0;71.0;2013-10-21;2013.0;1;2013-11-07;2013.0;1;;;2023-12-05 16:34:45.183
1372;2281;II 91;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;2013-07-14;2013-10-01;;2013.0;2013.0;;0;1;1;0;72.0;2013-10-01;2013.0;1;2013-10-28;2013.0;2;2019-10-27;;2023-12-05 16:34:45.183
1373;2282;II 2;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;2013-09-29;2013-12-12;;2013.0;2013.0;;0;1;1;0;67.0;2013-12-12;2013.0;1;2014-01-13;2014.0;2;2020-01-12;;2023-12-05 16:34:45.183
1374;2283;I 52;I;Región de  Atacama;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Atacama;2013-07-14;2013-09-24;;2013.0;2013.0;;0;1;1;0;65.0;2013-09-24;2013.0;1;2013-10-30;2013.0;1;2016-10-29;;2023-12-05 16:34:45.183
1375;2284;II 603;II;Región de Metropolitana de Santiago;Desierto;Desierto en Entrevistas;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2013-08-04;;;2013.0;;;1;0;0;0;;2013-10-23;2013.0;1;;;0;;;2023-12-05 16:34:45.183
1376;2285;II 972;II;Región de Los Lagos;Desierto;Desierto en Entrevistas;Administración Central;Municipalidad de Osorno;2013-11-24;;;2013.0;;;1;0;0;0;;2014-01-30;2014.0;1;;;0;;;2023-12-05 16:34:45.183
1377;2286;II 698;II;Región de Los Lagos;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Chiloé;2013-06-30;2013-09-05;;2013.0;2013.0;;0;1;1;0;60.0;2013-09-05;2013.0;1;2013-10-04;2013.0;2;2019-10-03;;2023-12-05 16:34:45.183
1378;2287;II 565;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Osorno;2015-07-26;2015-09-16;;2015.0;2015.0;;0;1;1;0;45.0;2015-09-16;2015.0;1;2015-11-16;2015.0;1;2018-11-15;18862906.0;2023-12-05 16:34:45.183
1379;2288;II 94;II;Región de Metropolitana de Santiago;Desierto;Desierto en Entrevistas;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;2014-09-28;;;2014.0;;;1;0;0;0;;2014-12-04;2014.0;1;;;0;;;2023-12-05 16:34:45.183
1380;2289;I 89;I;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;2013-06-16;2013-09-09;;2013.0;2013.0;;0;1;1;0;78.0;2013-09-09;2013.0;1;2013-10-17;2013.0;1;2016-10-16;;2023-12-05 16:34:45.183
1381;229;II 638;II;Región de Magallanes y de la Antártica Chilena;Nombrado;Desvinculado;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2006-08-13;2006-12-20;;2006.0;2006.0;;0;1;1;0;129.0;2006-12-20;2006.0;1;2007-01-04;2007.0;1;2010-01-03;;2023-12-05 16:34:45.183
1382;2290;I 100;I;Región de Los Ríos;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Ríos;2013-06-16;2013-09-09;;2013.0;2013.0;;0;1;1;0;78.0;2013-09-09;2013.0;1;2013-10-17;2013.0;1;2016-10-16;;2023-12-05 16:34:45.183
1383;2291;I 88;I;Región del Biobío;Nombrado;Desvinculado;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;2013-06-16;2013-09-09;;2013.0;2013.0;;0;1;1;0;78.0;2013-09-09;2013.0;1;2013-10-17;2013.0;1;2016-10-16;;2023-12-05 16:34:45.183
1384;2292;II 684;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;2013-07-14;2013-10-11;;2013.0;2013.0;;0;1;1;0;89.0;2013-10-11;2013.0;1;2013-10-22;2013.0;1;2016-10-21;;2023-12-05 16:34:45.183
1385;2293;II 681;II;Región de  Atacama;Nombrado;Desvinculado;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;2013-07-14;2013-10-11;;2013.0;2013.0;;0;1;1;0;82.0;2013-10-11;2013.0;1;2013-11-26;2013.0;1;2016-11-25;;2023-12-05 16:34:45.183
1386;2294;II 775;II;Región de Antofagasta;Nombrado;DESVINCULADO;Administración Central;Servicio Electoral;2013-08-25;2013-11-13;;2013.0;2013.0;;0;1;1;0;73.0;2013-11-13;2013.0;1;2014-01-03;2014.0;1;;;2023-12-05 16:34:45.183
1387;2295;II 352;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Servicio de Salud Metropolitano Sur Oriente;Hospital Padre Alberto Hurtado;2013-08-11;2017-06-21;;2013.0;2017.0;;0;1;1;0;1367.0;2017-06-13;2017.0;1;2013-11-15;2013.0;1;2016-11-14;;2023-12-05 16:34:45.183
1388;2296;II 973;II;Región del Biobío;Nombrado;DESVINCULADO;Administración Central;Municipalidad de San Pedro de la Paz;2013-10-06;2013-12-20;;2013.0;2013.0;;0;1;1;0;68.0;2013-12-20;2013.0;1;2014-02-06;2014.0;1;;;2023-12-05 16:34:45.183
1389;2297;II 903;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Educación;Superintendencia de Educación;2014-11-02;2015-01-29;;2014.0;2015.0;;0;1;1;0;88.0;2015-01-29;2015.0;1;2015-03-25;2015.0;1;2018-03-24;;2023-12-05 16:34:45.183
1390;2299;II 45;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;2013-07-07;2013-10-01;;2013.0;2013.0;;0;1;1;0;79.0;2013-10-01;2013.0;1;2013-10-23;2013.0;1;2016-10-22;;2023-12-05 16:34:45.183
1391;23;I 54;I;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Aconcagua;2006-07-30;2006-10-13;;2006.0;2006.0;;0;1;1;0;75.0;2006-10-13;2006.0;1;2006-12-01;2006.0;2;2012-11-29;;2023-12-05 16:34:45.183
1392;230;II 631;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2006-08-13;2006-11-20;;2006.0;2006.0;;0;1;1;0;99.0;2006-11-20;2006.0;1;2007-01-04;2007.0;1;2010-01-03;;2023-12-05 16:34:45.183
1393;2300;II 601;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;2013-08-04;2013-10-24;;2013.0;2013.0;;0;1;1;0;74.0;2013-10-24;2013.0;1;2013-11-07;2013.0;1;2016-11-06;;2023-12-05 16:34:45.183
1394;2301;II 341;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;2013-10-06;2013-12-27;;2013.0;2013.0;;0;1;1;0;75.0;2013-12-27;2013.0;1;2014-01-30;2014.0;1;2017-01-29;;2023-12-05 16:34:45.183
1395;2302;II 26;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;2013-07-28;2013-09-13;;2013.0;2013.0;;0;1;1;0;40.0;2013-09-13;2013.0;1;2013-10-29;2013.0;1;2016-10-28;;2023-12-05 16:34:45.183
1396;2303;II 556;II;Región de Los Ríos;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio de Salud;Servicio de Salud Valdivia;2015-04-19;2015-07-02;;2015.0;2015.0;;0;1;1;0;74.0;2015-07-02;2015.0;1;2015-07-31;2015.0;1;2018-07-30;;2023-12-05 16:34:45.183
1397;2304;II 845;II;Región de Antofagasta;Desierto;Desierto en Entrevistas;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;2013-08-25;;;2013.0;;;1;0;0;0;;2013-11-15;2013.0;1;;;0;;;2023-12-05 16:34:45.183
1398;2305;II 301;II;Región de  Atacama;Nombrado;FINALIZADO CON NOMBRAMIENTO;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;2014-08-24;2014-12-12;;2014.0;2014.0;;0;1;1;0;103.0;2014-12-12;2014.0;1;2015-01-27;2015.0;1;2018-01-26;;2023-12-05 16:34:45.183
1399;2306;II 881;II;Región del Maule;Nombrado;DESVINCULADO;Administración Central;Municipalidad de Parral;2013-11-03;2014-01-13;;2013.0;2014.0;;0;1;1;0;64.0;2014-01-13;2014.0;1;2014-02-17;2014.0;1;;;2023-12-05 16:34:45.183
1400;2307;II 667;II;Región de Arica y Parinacota;Nombrado;Desvinculado;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;2013-08-04;2013-10-22;;2013.0;2013.0;;0;1;1;0;72.0;2013-10-22;2013.0;1;2013-11-22;2013.0;1;2016-11-21;;2023-12-05 16:34:45.183
1401;2308;II 915;II;Región del Biobío;Nombrado;Desvinculado;Ministerio de Educación;Superintendencia de Educación;2014-10-19;2015-01-29;;2014.0;2015.0;;0;1;1;0;102.0;2015-01-29;2015.0;1;2015-02-27;2015.0;1;2018-02-26;;2023-12-05 16:34:45.183
1402;2309;II 974;II;Región del Maule;Nombrado;Nombrado;Administración Central;Municipalidad de Pelluhue;2013-08-25;2013-11-13;;2013.0;2013.0;;0;1;1;0;73.0;2013-11-13;2013.0;1;2013-11-14;2013.0;1;;;2023-12-05 16:34:45.183
1403;231;II 621;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2006-07-16;2006-10-13;;2006.0;2006.0;;0;1;1;0;89.0;2006-10-13;2006.0;1;2007-01-09;2007.0;1;2010-01-08;;2023-12-05 16:34:45.183
1404;2310;II 975;II;Región de Los Lagos;Nombrado;Nombrado;Administración Central;Municipalidad de Llanquihue;2013-11-17;2014-01-28;;2013.0;2014.0;;0;1;1;0;65.0;2014-01-28;2014.0;1;2014-02-04;2014.0;1;;;2023-12-05 16:34:45.183
1405;2311;II 976;II;Región del Biobío;Nombrado;DESVINCULADO;Administración Central;Municipalidad de Curanilahue;2014-03-16;2014-06-03;;2014.0;2014.0;;0;1;1;0;72.0;2014-06-03;2014.0;1;2014-06-05;2014.0;1;;;2023-12-05 16:34:45.183
1406;2312;II 977;II;Región del Biobío;Nombrado;DESVINCULADO;Administración Central;Municipalidad de Nacimiento;2013-10-20;2013-12-20;;2013.0;2013.0;;0;1;1;0;54.0;2013-12-20;2013.0;1;2013-12-30;2013.0;1;;;2023-12-05 16:34:45.183
1407;2313;II 893;II;Región del Maule;Nombrado;FINALIZADO CON NOMBRAMIENTO;Administración Central;Municipalidad de Retiro;2014-11-23;2015-02-11;;2014.0;2015.0;;0;1;1;0;69.0;2015-02-11;2015.0;1;2015-04-01;2015.0;1;;;2023-12-05 16:34:45.183
1408;2314;II 931;II;Región de la Araucanía;Nombrado;DESVINCULADO;Administración Central;Municipalidad de Lautaro;2013-12-29;2014-03-24;;2013.0;2014.0;;0;1;1;0;50.0;2014-03-24;2014.0;1;2014-05-05;2014.0;1;;;2023-12-05 16:34:45.183
1409;2315;II 978;II;Región de Metropolitana de Santiago;Desierto;Desierto en Entrevistas;Administración Central;Municipalidad de La Pintana;2013-10-27;;;2013.0;;;1;0;0;0;;2014-01-13;2014.0;1;;;0;;;2023-12-05 16:34:45.183
1410;2317;II 118;II;Región de  Valparaíso;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;2013-08-25;2013-11-15;;2013.0;2013.0;;0;1;1;0;75.0;2013-11-15;2013.0;1;2013-11-27;2013.0;1;2016-11-26;;2023-12-05 16:34:45.183
1411;2318;II 25;II;Región de Metropolitana de Santiago;Nombrado;Nombrado;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;2013-08-18;2013-11-07;;2013.0;2013.0;;0;1;1;0;74.0;2013-11-07;2013.0;1;2013-12-05;2013.0;1;2016-12-04;;2023-12-05 16:34:45.183
1412;2319;II 979;II;Región de Los Ríos;Nombrado;FINALIZADO CON NOMBRAMIENTO;Administración Central;Municipalidad de Lago Ranco;2014-08-24;2014-11-14;;2014.0;2014.0;;0;1;1;0;82.0;2014-11-14;2014.0;1;2014-12-02;2014.0;1;;;2023-12-05 16:34:45.183
1413;232;II 619;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2006-07-16;2006-10-11;;2006.0;2006.0;;0;1;1;0;87.0;2006-10-11;2006.0;1;2007-01-01;2007.0;2;2012-12-30;;2023-12-05 16:34:45.183
1414;2320;II 980;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Administración Central;Municipalidad de San Pedro;2013-09-08;2013-11-21;;2013.0;2013.0;;0;1;1;0;67.0;2013-11-21;2013.0;1;2013-12-10;2013.0;1;;;2023-12-05 16:34:45.183
1415;2321;II 981;II;Región de Los Lagos;Desierto;Desierto por Autoridad;Administración Central;Municipalidad de Puerto Varas;2013-10-20;2013-12-26;2014-02-24;2013.0;2013.0;2014.0;1;1;0;0;60.0;2013-12-26;2013.0;1;;;0;;;2023-12-05 16:34:45.183
1416;2322;N 12;I;Región de Antofagasta;Nombrado;Nombrado;Administración Central;Tribunal Tributario Aduanero Región Antofagasta;2013-07-28;2013-10-18;;2013.0;2013.0;;0;1;1;0;75.0;2013-10-18;2013.0;1;2014-03-07;2014.0;1;;;2023-12-05 16:34:45.183
1417;2323;II 946;II;Región de Los Lagos;Nombrado;Desvinculado;Administración Central;Municipalidad de Calbuco;2013-07-28;2013-10-08;;2013.0;2013.0;;0;1;1;0;65.0;2013-10-08;2013.0;1;2013-12-05;2013.0;1;;;2023-12-05 16:34:45.183
1418;2324;II 569;II;Región de Los Lagos;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Osorno;2014-09-07;2014-11-28;;2014.0;2014.0;;0;1;1;0;82.0;2014-11-28;2014.0;1;2014-12-23;2014.0;1;2017-12-22;;2023-12-05 16:34:45.183
1419;2325;II 127;II;Región de Magallanes y de la Antártica Chilena;Nombrado;Desvinculado;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;2013-08-25;2013-11-29;;2013.0;2013.0;;0;1;1;0;89.0;2013-11-29;2013.0;1;2014-01-02;2014.0;1;2017-01-01;;2023-12-05 16:34:45.183
1420;2326;II 333;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Obras Públicas;Dirección General de Aguas;2013-08-25;2013-10-25;;2013.0;2013.0;;0;1;1;0;61.0;2013-10-25;2013.0;1;2013-12-11;2013.0;1;2016-12-10;;2023-12-05 16:34:45.183
1421;2327;II 747;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2013-09-01;2013-11-11;;2013.0;2013.0;;0;1;1;0;64.0;2013-11-11;2013.0;1;2013-12-20;2013.0;1;2016-12-19;;2023-12-05 16:34:45.183
1422;2328;II 273;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;2013-09-01;2013-11-29;;2013.0;2013.0;;0;1;1;0;82.0;2013-11-29;2013.0;1;2014-01-31;2014.0;1;2017-01-30;;2023-12-05 16:34:45.183
1423;2329;I 105;I;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Administración Central;Servicio Electoral;2014-05-04;2014-07-22;;2014.0;2014.0;;0;1;1;0;72.0;2014-07-22;2014.0;1;2014-08-26;2014.0;1;;;2023-12-05 16:34:45.183
1424;233;II 620;II;Región de Metropolitana de Santiago;Nombrado;Desvinculado;Ministerio de Agricultura;Servicio Agrícola y Ganadero;2006-07-16;2006-10-06;;2006.0;2006.0;;0;1;1;0;82.0;2006-10-06;2006.0;1;2006-11-20;2006.0;1;2009-11-19;;2023-12-05 16:34:45.183
1425;2330;I 70;I;Región de la Araucanía;Nombrado;Desvinculado;Ministerio de Salud;Servicio de Salud Araucanía Norte;2014-07-20;2014-10-30;;2014.0;2014.0;;0;1;1;0;95.0;2014-10-30;2014.0;1;2014-12-24;2014.0;2;2020-12-22;;2023-12-05 16:34:45.183
1426;2331;II 923;II;Región de Metropolitana de Santiago;Desierto;Desierto en Entrevistas;Ministerio de Educación;Agencia de Calidad de la Educación;2013-08-25;;;2013.0;;;1;0;0;0;;2013-11-07;2013.0;1;;;0;;;2023-12-05 16:34:45.183
1427;2332;II 573;II;Región de Los Lagos;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud del Reloncaví;2016-07-10;2016-08-31;;2016.0;2016.0;;0;1;1;0;45.0;2016-08-31;2016.0;1;2016-10-21;2016.0;1;2019-10-21;13020304.0;2023-12-05 16:34:45.183
1428;2333;II 583;II;Región de Magallanes y de la Antártica Chilena;Desierto;Desierto en Entrevistas;Ministerio de Salud;Servicio de Salud Magallanes;2015-06-28;;;2015.0;;;1;0;0;0;;2015-09-01;2015.0;1;;;0;;8752787.0;2023-12-05 16:34:45.183
1429;2334;II 435;II;Región de Metropolitana de Santiago;Nombrado;DESVINCULADO;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;2013-08-25;2013-11-05;;2013.0;2013.0;;0;1;1;0;65.0;2013-11-05;2013.0;1;2013-11-21;2013.0;2;2019-11-20;;2023-12-05 16:34:45.183
1430;2335;II 853;II;Región de la Araucanía;Desierto;Desierto por Autoridad;Ministerio del Interior y Seguridad Pública;Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol;2013-08-25;2013-11-15;2014-06-24;2013.0;2013.0;2014.0;1;1;0;0;75.0;2013-11-15;2013.0;1;;;0;;;2023-12-05 16:34:45.183
